Position	iESd_BRG	iESa_BRG	iESd_BRM	iESa_BRM	iESd_CHCU	iESa_CHCU	iESd_CHCA	iESa_CHCA	iESd_CHFR	iESa_CHFR	iESd_TXL	iESa_TXL	log(iESd_BRG)	log(iESa_BRG)	log(iESd_BRM)	log(iESa_BRM)	log(iESd_CHCU)	log(iESa_CHCU)	log(iESd_CHCA)	log(iESa_CHCA)	log(iESd_CHFR)	log(iESa_CHFR)	log(iESd_TXL)	log(iESa_TXL)	log_iRESda(BRG)	log_iRESda(BRM)	log_iRESda(CHCU)	log_iRESda(CHCA)	log_iRESda(CHFR)	log_iRESda(TXL)	log_iRESdaN(BRG)	log_iRESdaN(BRM)	log_iRESdaN(CHCU)	log_iRESdaN(CHCA)	log_iRESdaN(CHFR)	log_iRESdaN(TXL)	
26248.000000	NA	NA	NA	NA	NA	NA	279.000000	1968.916667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.631212	7.585239	NA	NA	NA	NA	NA	NA	NA	-1.954027	NA	NA	NA	NA	NA	0.188754	NA	NA	
26714.000000	NA	NA	260.500000	11647.285714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.562603	9.362828	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.800226	NA	NA	NA	NA	NA	-1.887946	NA	NA	NA	NA	
26730.000000	NA	NA	260.500000	10193.812500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.562603	9.229536	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.666933	NA	NA	NA	NA	NA	-1.795985	NA	NA	NA	NA	
26753.000000	NA	NA	147.500000	11272.833333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.993828	9.330151	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.336323	NA	NA	NA	NA	NA	-2.257811	NA	NA	NA	NA	
27025.000000	NA	NA	NA	NA	NA	NA	176.000000	2107.833333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.170484	7.653416	NA	NA	NA	NA	NA	NA	NA	-2.482932	NA	NA	NA	NA	NA	-0.196257	NA	NA	
27105.000000	682.000000	5454.750000	1026.500000	8904.437500	NA	NA	NA	NA	NA	NA	NA	NA	6.525030	8.604242	6.933910	9.094305	NA	NA	NA	NA	NA	NA	NA	NA	-2.079212	-2.160395	NA	NA	NA	NA	-1.106599	-0.756594	NA	NA	NA	NA	
28389.000000	NA	NA	1371.000000	9214.416667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.223296	9.128525	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.905229	NA	NA	NA	NA	NA	-0.580549	NA	NA	NA	NA	
28423.000000	NA	NA	1371.000000	9424.187500	30.000000	1709.437500	30.000000	1749.857143	17.000000	2219.000000	NA	NA	NA	NA	7.223296	9.151035	3.401197	7.443920	3.401197	7.467289	2.833213	7.704812	NA	NA	NA	-1.927739	-4.042722	-4.066092	-4.871599	NA	NA	-0.596080	-1.098475	-1.348703	-0.209489	NA	
28449.000000	NA	NA	22.000000	9693.250000	29.500000	2701.916667	NA	NA	NA	NA	NA	NA	NA	NA	3.091042	9.179185	3.384390	7.901717	NA	NA	NA	NA	NA	NA	NA	-6.088143	-4.517326	NA	NA	NA	NA	-3.466427	-1.437803	NA	NA	NA	
28467.000000	NA	NA	NA	NA	26.000000	2397.571429	NA	NA	15.000000	23316.000000	NA	NA	NA	NA	NA	NA	3.258097	7.782212	NA	NA	2.708050	10.056895	NA	NA	NA	NA	-4.524115	NA	-7.348845	NA	NA	NA	-1.442656	NA	-1.622644	NA	
28479.000000	2465.000000	1309.500000	12.500000	12076.857143	NA	NA	NA	NA	NA	NA	NA	NA	7.809947	7.177401	2.525729	9.399046	NA	NA	NA	NA	NA	NA	NA	NA	0.632546	-6.873318	NA	NA	NA	NA	0.336654	-4.008135	NA	NA	NA	NA	
28492.000000	2465.000000	2606.500000	NA	NA	NA	NA	1175.000000	6866.833333	NA	NA	NA	NA	7.809947	7.865764	NA	NA	NA	NA	7.069023	8.834458	NA	NA	NA	NA	-0.055817	NA	NA	-1.765435	NA	NA	-0.029707	NA	NA	0.326038	NA	NA	
30829.000000	2465.000000	1942.000000	1393.000000	11240.500000	NA	NA	1647.500000	9781.083333	NA	NA	NA	NA	7.809947	7.571474	7.239215	9.327279	NA	NA	7.407014	9.188206	NA	NA	NA	NA	0.238473	-2.088064	NA	-1.781191	NA	NA	0.126920	-0.706691	NA	0.314568	NA	NA	
31047.000000	NA	NA	1393.000000	11095.250000	NA	NA	1221.666667	11245.500000	NA	NA	NA	NA	NA	NA	7.239215	9.314272	NA	NA	7.107971	9.327723	NA	NA	NA	NA	NA	-2.075057	NA	-2.219752	NA	NA	NA	-0.697718	NA	-0.004678	NA	NA	
31060.000000	NA	NA	NA	NA	NA	NA	738.083333	13367.000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.604057	9.500544	NA	NA	NA	NA	NA	NA	NA	-2.896488	NA	NA	NA	NA	NA	-0.497301	NA	NA	
31100.000000	NA	NA	NA	NA	228.000000	3210.650000	738.083333	17813.833333	228.000000	16551.454545	NA	NA	NA	NA	NA	NA	5.429346	8.074229	6.604057	9.787731	5.429346	9.714229	NA	NA	NA	NA	-2.644883	-3.183674	-4.284884	NA	NA	NA	-0.099062	-0.706355	0.125205	NA	
31516.000000	233.000000	328.666667	233.000000	10694.142857	NA	NA	NA	NA	NA	NA	NA	NA	5.451038	5.795044	5.451038	9.277451	NA	NA	NA	NA	NA	NA	NA	NA	-0.344006	-3.826413	NA	NA	NA	NA	-0.183087	-1.906013	NA	NA	NA	NA	
31566.000000	NA	NA	26.250000	10602.500000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.267666	9.268845	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.001179	NA	NA	NA	NA	NA	-3.406429	NA	NA	NA	NA	
31567.000000	NA	NA	27.000000	11361.714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.295837	9.338005	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.042168	NA	NA	NA	NA	NA	-3.434708	NA	NA	NA	NA	
31569.000000	NA	NA	9.000000	10176.562500	NA	NA	1898.500000	17813.833333	NA	NA	NA	NA	NA	NA	2.197225	9.227843	NA	NA	7.548819	9.787731	NA	NA	NA	NA	NA	-7.030618	NA	-2.238911	NA	NA	NA	-4.116660	NA	-0.018625	NA	NA	
31585.000000	NA	NA	1889.500000	10646.875000	NA	NA	1895.500000	17813.833333	1889.500000	16580.625000	NA	NA	NA	NA	7.544068	9.273022	NA	NA	7.547238	9.787731	7.544068	9.715990	NA	NA	NA	-1.728954	NA	-2.240493	-2.171923	NA	NA	-0.458934	NA	-0.019776	1.330552	NA	
35348.000000	NA	NA	1882.000000	13481.666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.540090	9.509086	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.968996	NA	NA	NA	NA	NA	-0.624543	NA	NA	NA	NA	
35349.000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
37087.000000	871.500000	14572.000000	871.500000	12033.416667	871.500000	10543.928571	NA	NA	NA	NA	NA	NA	6.770216	9.586857	6.770216	9.395443	6.770216	9.263305	NA	NA	NA	NA	NA	NA	-2.816641	-2.625227	-2.493090	NA	NA	NA	-1.499073	-1.077291	0.009466	NA	NA	NA	
37092.000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
37096.000000	22.500000	7317.250000	NA	NA	22.500000	14580.555556	22.500000	13898.000000	NA	NA	NA	NA	3.113515	8.897990	NA	NA	3.113515	9.587444	3.113515	9.539500	NA	NA	NA	NA	-5.784475	NA	-6.473929	-6.425985	NA	NA	-3.078614	NA	-2.836715	-3.066564	NA	NA	
37137.000000	NA	NA	35.500000	12520.833333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.569533	9.435149	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.865617	NA	NA	NA	NA	NA	-3.312901	NA	NA	NA	NA	
37167.000000	NA	NA	6390.500000	17559.800000	NA	NA	6390.500000	18975.250000	NA	NA	NA	NA	NA	NA	8.762568	9.773367	NA	NA	8.762568	9.850891	NA	NA	NA	NA	NA	-1.010800	NA	-1.088323	NA	NA	NA	0.036536	NA	0.818935	NA	NA	
49918.000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
49921.000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
50077.000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
50089.000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
51708.000000	NA	NA	838.000000	12900.500000	NA	NA	870.500000	14451.166667	NA	NA	NA	NA	NA	NA	6.731018	9.465021	NA	NA	6.769068	9.578530	NA	NA	NA	NA	NA	-2.734003	NA	-2.809463	NA	NA	NA	-1.152338	NA	-0.433952	NA	NA	
51765.000000	30.500000	1680.000000	NA	NA	NA	NA	311.833333	20708.333333	NA	NA	NA	NA	3.417727	7.426549	NA	NA	NA	NA	5.742469	9.938291	NA	NA	NA	NA	-4.008822	NA	NA	-4.195823	NA	NA	-2.133576	NA	NA	-1.443139	NA	NA	
51769.000000	NA	NA	4.000000	11937.071429	4.000000	2876.071429	NA	NA	NA	NA	NA	NA	NA	NA	1.386294	9.387404	1.386294	7.964181	NA	NA	NA	NA	NA	NA	NA	-8.001110	-6.577886	NA	NA	NA	NA	-4.786222	-2.911041	NA	NA	NA	
51773.000000	NA	NA	NA	NA	3.500000	5993.071429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.252763	8.698359	NA	NA	NA	NA	NA	NA	NA	NA	-7.445596	NA	NA	NA	NA	NA	-3.531428	NA	NA	NA	
51776.000000	NA	NA	1763.250000	10408.666667	1122.000000	7712.100000	NA	NA	NA	NA	NA	NA	NA	NA	7.474914	9.250394	7.022868	8.950546	NA	NA	NA	NA	NA	NA	NA	-1.775480	-1.927678	NA	NA	NA	NA	-0.491033	0.413718	NA	NA	NA	
54017.000000	NA	NA	2404.500000	16285.250000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.785097	9.698015	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.912918	NA	NA	NA	NA	NA	-0.585854	NA	NA	NA	NA	
54341.000000	NA	NA	181.500000	19080.200000	181.500000	5214.125000	NA	NA	NA	NA	NA	NA	NA	NA	5.201256	9.856406	5.201256	8.559127	NA	NA	NA	NA	NA	NA	NA	-4.655151	-3.357871	NA	NA	NA	NA	-2.477776	-0.608827	NA	NA	NA	
54380.000000	NA	NA	NA	NA	NA	NA	73.000000	4049.125000	73.000000	5444.500000	NA	NA	NA	NA	NA	NA	NA	NA	4.290459	8.306256	4.290459	8.602361	NA	NA	NA	NA	NA	-4.015797	-4.311902	NA	NA	NA	NA	-1.312091	0.109793	NA	
54487.000000	42.000000	1399.333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.737670	7.243751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.506082	NA	NA	NA	NA	NA	-1.866008	NA	NA	NA	NA	NA	
54571.000000	NA	NA	415.500000	13569.416667	225.000000	5050.681818	NA	NA	NA	NA	NA	NA	NA	NA	6.029483	9.515574	5.416100	8.527279	NA	NA	NA	NA	NA	NA	NA	-3.486091	-3.111178	NA	NA	NA	NA	-1.671218	-0.432449	NA	NA	NA	
54937.000000	NA	NA	303.000000	11633.428571	190.500000	4056.357143	NA	NA	NA	NA	NA	NA	NA	NA	5.713733	9.361638	5.249652	8.308041	NA	NA	NA	NA	NA	NA	NA	-3.647905	-3.058388	NA	NA	NA	NA	-1.782857	-0.394706	NA	NA	NA	
54952.000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
55097.000000	NA	NA	88.000000	16980.000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.477337	9.739791	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.262455	NA	NA	NA	NA	NA	-2.896768	NA	NA	NA	NA	
55128.000000	NA	NA	NA	NA	NA	NA	615.000000	3756.666667	615.000000	7548.000000	NA	NA	NA	NA	NA	NA	NA	NA	6.421622	8.231287	6.421622	8.929038	NA	NA	NA	NA	NA	-1.809665	-2.507416	NA	NA	NA	NA	0.293841	1.139169	NA	
56327.000000	NA	NA	945.500000	14434.357143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.851714	9.577367	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.725653	NA	NA	NA	NA	NA	-1.146576	NA	NA	NA	NA	
57019.000000	NA	NA	NA	NA	754.500000	5714.000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.626055	8.650675	NA	NA	NA	NA	NA	NA	NA	NA	-2.024619	NA	NA	NA	NA	NA	0.344408	NA	NA	NA	
57836.000000	NA	NA	414.000000	12436.375000	NA	NA	796.500000	3596.388889	NA	NA	NA	NA	NA	NA	6.025866	9.428381	NA	NA	6.680227	8.187686	NA	NA	NA	NA	NA	-3.402515	NA	-1.507458	NA	NA	NA	-1.613558	NA	0.513829	NA	NA	
57847.000000	NA	NA	382.500000	14041.571429	NA	NA	796.500000	3596.388889	NA	NA	NA	NA	NA	NA	5.946729	9.549778	NA	NA	6.680227	8.187686	NA	NA	NA	NA	NA	-3.603049	NA	-1.507458	NA	NA	NA	-1.751910	NA	0.513829	NA	NA	
58601.000000	NA	NA	NA	NA	NA	NA	401.500000	1606.600000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.995208	7.381875	NA	NA	NA	NA	NA	NA	NA	-1.386668	NA	NA	NA	NA	NA	0.601757	NA	NA	
58650.000000	NA	NA	NA	NA	51.000000	4731.818182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.931826	8.462065	NA	NA	NA	NA	NA	NA	NA	NA	-4.530239	NA	NA	NA	NA	NA	-1.447035	NA	NA	NA	
58703.000000	NA	NA	NA	NA	NA	NA	27.000000	762.700000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.295837	6.636865	NA	NA	NA	NA	NA	NA	NA	-3.341028	NA	NA	NA	NA	NA	-0.820900	NA	NA	
58704.000000	NA	NA	NA	NA	NA	NA	0.500000	40.666667	5.000000	7548.000000	NA	NA	NA	NA	NA	NA	NA	NA	-0.693147	3.705409	1.609438	8.929038	NA	NA	NA	NA	NA	-4.398556	-7.319600	NA	NA	NA	NA	-1.590717	-1.605961	NA	
58713.000000	NA	NA	NA	NA	7.000000	4596.000000	2.500000	611.000000	NA	NA	NA	NA	NA	NA	NA	NA	1.945910	8.432942	0.916291	6.415097	NA	NA	NA	NA	NA	NA	-6.487031	-5.498806	NA	NA	NA	NA	-2.846083	-2.391633	NA	NA	
58718.000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
59102.000000	NA	NA	NA	NA	NA	NA	193.500000	611.000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.265278	6.415097	NA	NA	NA	NA	NA	NA	NA	-1.149819	NA	NA	NA	NA	NA	0.774169	NA	NA	
59105.000000	NA	NA	NA	NA	111.000000	6097.857143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.709530	8.715693	NA	NA	NA	NA	NA	NA	NA	NA	-4.006162	NA	NA	NA	NA	NA	-1.072336	NA	NA	NA	
59324.000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
59350.000000	3772.000000	8463.000000	NA	NA	NA	NA	3772.000000	7314.571429	3772.000000	8441.750000	NA	NA	8.235361	9.043459	NA	NA	NA	NA	8.235361	8.897624	8.235361	9.040945	NA	NA	-0.808098	NA	NA	-0.662263	-0.805584	NA	-0.430086	NA	NA	1.129081	2.109986	NA	
66868.000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
66892.000000	NA	NA	NA	NA	NA	NA	31.000000	5565.100000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.433987	8.624270	NA	NA	NA	NA	NA	NA	NA	-5.190283	NA	NA	NA	NA	NA	-2.167047	NA	NA	
66930.000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
66938.000000	NA	NA	102.500000	19455.800000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.629863	9.875901	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.246038	NA	NA	NA	NA	NA	-2.885441	NA	NA	NA	NA	
67135.000000	NA	NA	109.000000	11727.437500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.691348	9.369686	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.678339	NA	NA	NA	NA	NA	-2.493774	NA	NA	NA	NA	
67156.000000	16.000000	7102.750000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.772589	8.868237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.095649	NA	NA	NA	NA	NA	-3.244227	NA	NA	NA	NA	NA	
67167.000000	NA	NA	1460.500000	24011.875000	1460.500000	8474.100000	1460.500000	5677.285714	1460.500000	3448.100000	NA	NA	NA	NA	7.286534	10.086304	7.286534	9.044770	7.286534	8.644229	7.286534	8.145579	NA	NA	NA	-2.799770	-1.758236	-1.357694	-0.859045	NA	NA	-1.197711	0.534864	0.622848	2.079489	NA	
70077.000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
70093.000000	71.000000	1443.666667	NA	NA	NA	NA	71.000000	7850.388889	NA	NA	NA	NA	4.262680	7.274941	NA	NA	NA	NA	4.262680	8.968318	NA	NA	NA	NA	-3.012262	NA	NA	-4.705638	NA	NA	-1.603187	NA	NA	-1.814255	NA	NA	
70219.000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
70257.000000	552.500000	2196.125000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.314453	7.694450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.379996	NA	NA	NA	NA	NA	-0.734462	NA	NA	NA	NA	NA	
71324.000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
71345.000000	53.500000	1174.666667	53.500000	11811.111111	53.500000	7043.727273	NA	NA	NA	NA	NA	NA	3.979682	7.068740	3.979682	9.376796	3.979682	8.859893	NA	NA	NA	NA	NA	NA	-3.089058	-5.397114	-4.880211	NA	NA	NA	-1.644059	-2.989672	-1.697254	NA	NA	NA	
71431.000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
73636.000000	1940.000000	3305.125000	NA	NA	1940.000000	8507.800000	1940.000000	9704.250000	NA	NA	NA	NA	7.570443	8.103230	NA	NA	7.570443	9.048739	7.570443	9.180319	NA	NA	NA	NA	-0.532786	NA	-1.478295	-1.609876	NA	NA	-0.283560	NA	0.735013	0.439275	NA	NA	
75311.000000	NA	NA	NA	NA	844.000000	7105.541667	1413.500000	4476.285714	844.000000	8625.214286	NA	NA	NA	NA	NA	NA	6.738152	8.868630	7.253824	8.406549	6.738152	9.062445	NA	NA	NA	NA	-2.130478	-1.152725	-2.324293	NA	NA	NA	0.268722	0.772054	1.243632	NA	
75324.000000	NA	NA	NA	NA	NA	NA	710.166667	14857.500000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.565500	9.606260	NA	NA	NA	NA	NA	NA	NA	-3.040760	NA	NA	NA	NA	NA	-0.602323	NA	NA	
76450.000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
76471.000000	NA	NA	12.000000	15585.142857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.484907	9.654073	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.169167	NA	NA	NA	NA	NA	-4.212247	NA	NA	NA	NA	
76474.000000	1.500000	3099.750000	4576.000000	17403.428571	NA	NA	4576.000000	14142.200000	NA	NA	NA	NA	0.405465	8.039077	8.428581	9.764423	NA	NA	8.428581	9.556919	NA	NA	NA	NA	-7.633612	-1.335842	NA	-1.128338	NA	NA	-4.062762	-0.187718	NA	0.789806	NA	NA	
85623.000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
86000.000000	NA	NA	NA	NA	426.000000	9232.555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.054439	9.130491	NA	NA	NA	NA	NA	NA	NA	NA	-3.076052	NA	NA	NA	NA	NA	-0.407335	NA	NA	NA	
86475.000000	241.500000	322.000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.486869	5.774552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.287682	NA	NA	NA	NA	NA	-0.153110	NA	NA	NA	NA	NA	
86483.000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
86489.000000	3.000000	4.000000	NA	NA	102.500000	5299.461538	NA	NA	NA	NA	NA	NA	1.098612	1.386294	NA	NA	4.629863	8.575360	NA	NA	NA	NA	NA	NA	-0.287682	NA	-3.945498	NA	NA	NA	-0.153110	NA	-1.028962	NA	NA	NA	
86688.000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
