Position	iRESk_prop_ind1	iRESk_prop_ind2	iRESk_prop_ind3	iRESk_prop_ind4	iRESk_prop_ind5	
54380.000000	-1	-1	-1	-1	-1	
54487.000000	-1	-1	-1	-1	-1	
54571.000000	-1	-1	-1	-1	-1	
54937.000000	-1	-1	-1	-1	-1	
54952.000000	-1	-1	-1	-1	-1	
55097.000000	-1	-1	-1	-1	-1	
55128.000000	-1	-1	-1	-1	-1	
56327.000000	-1	-1	-1	-1	-1	
57019.000000	-1	-1	-1	-1	-1	
57836.000000	-1	-1	-1	-1	-1	
57847.000000	-1	-1	-1	-1	-1	
58601.000000	-1	-1	-1	-1	-1	
58650.000000	-1	-1	-1	-1	-1	
58703.000000	-1	-1	-1	-1	-1	
58704.000000	-1	-1	-1	-1	-1	
58713.000000	-1	-1	-1	-1	-1	
58718.000000	-1	-1	-1	-1	-1	
59102.000000	-1	-1	-1	-1	-1	
59105.000000	-1	-1	-1	-1	-1	
59324.000000	-1	-1	-1	-1	-1	
59350.000000	-1	-1	-1	-1	-1	
66868.000000	-1	-1	-1	-1	-1	
66892.000000	-1	-1	-1	-1	-1	
66930.000000	-1	-1	-1	-1	-1	
66938.000000	-1	-1	-1	-1	-1	
67135.000000	-1	-1	-1	-1	-1	
67156.000000	-1	-1	-1	-1	-1	
67167.000000	-1	-1	-1	-1	-1	
70077.000000	-1	-1	-1	-1	-1	
70093.000000	-1	-1	-1	-1	-1	
70219.000000	-1	-1	-1	-1	-1	
70257.000000	-1	-1	-1	-1	-1	
71324.000000	-1	-1	-1	-1	-1	
71345.000000	-1	-1	-1	-1	-1	
71431.000000	-1	-1	-1	-1	-1	
73636.000000	-1	-1	-1	-1	-1	
75311.000000	-1	-1	-1	-1	-1	
75324.000000	-1	-1	-1	-1	-1	
76450.000000	-1	-1	-1	-1	-1	
76471.000000	-1	-1	-1	-1	-1	
76474.000000	-1	-1	-1	-1	-1	
85623.000000	-1	-1	-1	-1	-1	
86000.000000	-1	-1	-1	-1	-1	
86475.000000	0.000000	0.005905	0.000000	0.000000	0.000000	
86483.000000	-1	-1	-1	-1	-1	
86489.000000	-1	-1	-1	-1	-1	
86688.000000	0.000000	0.003545	0.000000	0.000000	0.000000	
86779.000000	-1	-1	-1	-1	-1	
87329.000000	-1	-1	-1	-1	-1	
87756.000000	-1	-1	-1	-1	-1	
87801.000000	-1	-1	-1	-1	-1	
87899.000000	-1	-1	-1	-1	-1	
88400.000000	-1	-1	-1	-1	-1	
88599.000000	-1	-1	-1	-1	-1	
88622.000000	-1	-1	-1	-1	-1	
88645.000000	0.000000	0.032905	0.000000	0.000000	0.000000	
88900.000000	0.000000	0.065070	0.000000	0.000000	0.000000	
89013.000000	-1	-1	-1	-1	-1	
89168.000000	0.000000	0.034650	0.000000	0.000000	0.000000	
89357.000000	-1	-1	-1	-1	-1	
89428.000000	0.000000	0.014558	0.000000	0.000000	0.000000	
89519.000000	0.000000	0.027630	0.000000	0.000000	0.000000	
89537.000000	-1	-1	-1	-1	-1	
90411.000000	0.000000	0.071338	0.000000	0.000000	0.000000	
90865.000000	-1	-1	-1	-1	-1	
90893.000000	-1	-1	-1	-1	-1	
90942.000000	-1	-1	-1	-1	-1	
91321.000000	0.000000	0.021273	0.000000	0.000000	0.000000	
91338.000000	-1	-1	-1	-1	-1	
91406.000000	-1	-1	-1	-1	-1	
91461.000000	-1	-1	-1	-1	-1	
91604.000000	-1	-1	-1	-1	-1	
91748.000000	-1	-1	-1	-1	-1	
91937.000000	-1	-1	-1	-1	-1	
91939.000000	-1	-1	-1	-1	-1	
91948.000000	0.001048	0.002014	0.000000	0.000000	0.000000	
91978.000000	0.000000	0.004029	0.000000	0.000000	0.000000	
91984.000000	-1	-1	-1	-1	-1	
92054.000000	-1	-1	-1	-1	-1	
92104.000000	-1	-1	-1	-1	-1	
92197.000000	-1	-1	-1	-1	-1	
92443.000000	-1	-1	-1	-1	-1	
92531.000000	-1	-1	-1	-1	-1	
92827.000000	-1	-1	-1	-1	-1	
93116.000000	-1	-1	-1	-1	-1	
93217.000000	-1	-1	-1	-1	-1	
93277.000000	-1	-1	-1	-1	-1	
93465.000000	-1	-1	-1	-1	-1	
93601.000000	-1	-1	-1	-1	-1	
93952.000000	-1	-1	-1	-1	-1	
95311.000000	-1	-1	-1	-1	-1	
95388.000000	-1	-1	-1	-1	-1	
95431.000000	-1	-1	-1	-1	-1	
95724.000000	-1	-1	-1	-1	-1	
95973.000000	0.000000	0.014128	0.000000	0.000000	0.000000	
95987.000000	-1	-1	-1	-1	-1	
96766.000000	0.000000	0.061285	0.000000	0.000000	0.000000	
96771.000000	-1	-1	-1	-1	-1	
96897.000000	-1	-1	-1	-1	-1	
96913.000000	0.000000	0.009214	0.000000	0.000000	0.000000	
96987.000000	-1	-1	-1	-1	-1	
97024.000000	-1	-1	-1	-1	-1	
97206.000000	0.000000	0.011550	0.000000	0.000000	0.000000	
97239.000000	-1	-1	-1	-1	-1	
97240.000000	-1	-1	-1	-1	-1	
97494.000000	-1	-1	-1	-1	-1	
97548.000000	-1	-1	-1	-1	-1	
97572.000000	-1	-1	-1	-1	-1	
97608.000000	-1	-1	-1	-1	-1	
97610.000000	0.000000	0.019755	0.000000	0.000000	0.000000	
97667.000000	-1	-1	-1	-1	-1	
98044.000000	-1	-1	-1	-1	-1	
98566.000000	-1	-1	-1	-1	-1	
99505.000000	0.000000	0.247757	0.000000	0.000000	0.000000	
99598.000000	-1	-1	-1	-1	-1	
100057.000000	-1	-1	-1	-1	-1	
100211.000000	-1	-1	-1	-1	-1	
100372.000000	-1	-1	-1	-1	-1	
100583.000000	-1	-1	-1	-1	-1	
101367.000000	-1	-1	-1	-1	-1	
101478.000000	-1	-1	-1	-1	-1	
101641.000000	-1	-1	-1	-1	-1	
101776.000000	-1	-1	-1	-1	-1	
101900.000000	-1	-1	-1	-1	-1	
104502.000000	-1	-1	-1	-1	-1	
104859.000000	-1	-1	-1	-1	-1	
104910.000000	-1	-1	-1	-1	-1	
105057.000000	-1	-1	-1	-1	-1	
105239.000000	-1	-1	-1	-1	-1	
105304.000000	-1	-1	-1	-1	-1	
106158.000000	-1	-1	-1	-1	-1	
106572.000000	-1	-1	-1	-1	-1	
106824.000000	-1	-1	-1	-1	-1	
106989.000000	-1	-1	-1	-1	-1	
107266.000000	-1	-1	-1	-1	-1	
107346.000000	-1	-1	-1	-1	-1	
107414.000000	-1	-1	-1	-1	-1	
107590.000000	-1	-1	-1	-1	-1	
107938.000000	-1	-1	-1	-1	-1	
108010.000000	-1	-1	-1	-1	-1	
108281.000000	-1	-1	-1	-1	-1	
108643.000000	-1	-1	-1	-1	-1	
109273.000000	-1	-1	-1	-1	-1	
109441.000000	-1	-1	-1	-1	-1	
109732.000000	0.000000	0.042500	0.000000	0.000000	0.000000	
110021.000000	-1	-1	-1	-1	-1	
110022.000000	-1	-1	-1	-1	-1	
110213.000000	-1	-1	-1	-1	-1	
110258.000000	-1	-1	-1	-1	-1	
110944.000000	-1	-1	-1	-1	-1	
111200.000000	0.000000	0.019588	0.000000	0.000000	0.000000	
111260.000000	-1	-1	-1	-1	-1	
111494.000000	-1	-1	-1	-1	-1	
111810.000000	-1	-1	-1	-1	-1	
111929.000000	-1	-1	-1	-1	-1	
111982.000000	-1	-1	-1	-1	-1	
111988.000000	-1	-1	-1	-1	-1	
112150.000000	-1	-1	-1	-1	-1	
112220.000000	-1	-1	-1	-1	-1	
112410.000000	-1	-1	-1	-1	-1	
113401.000000	-1	-1	-1	-1	-1	
113613.000000	-1	-1	-1	-1	-1	
113676.000000	-1	-1	-1	-1	-1	
113690.000000	-1	-1	-1	-1	-1	
113702.000000	-1	-1	-1	-1	-1	
114197.000000	-1	-1	-1	-1	-1	
114531.000000	-1	-1	-1	-1	-1	
114712.000000	-1	-1	-1	-1	-1	
114790.000000	-1	-1	-1	-1	-1	
115204.000000	-1	-1	-1	-1	-1	
115387.000000	-1	-1	-1	-1	-1	
115557.000000	-1	-1	-1	-1	-1	
115662.000000	-1	-1	-1	-1	-1	
115674.000000	-1	-1	-1	-1	-1	
115905.000000	-1	-1	-1	-1	-1	
115963.000000	-1	-1	-1	-1	-1	
116291.000000	-1	-1	-1	-1	-1	
116366.000000	-1	-1	-1	-1	-1	
116626.000000	-1	-1	-1	-1	-1	
116653.000000	-1	-1	-1	-1	-1	
116659.000000	-1	-1	-1	-1	-1	
116988.000000	-1	-1	-1	-1	-1	
117236.000000	-1	-1	-1	-1	-1	
117931.000000	-1	-1	-1	-1	-1	
117969.000000	-1	-1	-1	-1	-1	
118339.000000	-1	-1	-1	-1	-1	
118357.000000	-1	-1	-1	-1	-1	
118384.000000	0.006859	0.000000	0.006859	0.006859	0.000000	
118624.000000	-1	-1	-1	-1	-1	
119796.000000	0.000000	0.000000	0.235522	0.000000	0.000000	
120164.000000	-1	-1	-1	-1	-1	
121015.000000	0.000000	0.107597	0.000000	0.107597	0.000000	
121280.000000	-1	-1	-1	-1	-1	
121283.000000	-1	-1	-1	-1	-1	
121289.000000	-1	-1	-1	-1	-1	
121938.000000	-1	-1	-1	-1	-1	
122631.000000	0.000000	0.120961	0.000000	0.000000	0.000000	
122718.000000	-1	-1	-1	-1	-1	
122757.000000	-1	-1	-1	-1	-1	
123041.000000	-1	-1	-1	-1	-1	
123145.000000	-1	-1	-1	-1	-1	
123348.000000	-1	-1	-1	-1	-1	
123421.000000	-1	-1	-1	-1	-1	
123545.000000	-1	-1	-1	-1	-1	
123732.000000	-1	-1	-1	-1	-1	
123743.000000	-1	-1	-1	-1	-1	
123860.000000	-1	-1	-1	-1	-1	
123916.000000	-1	-1	-1	-1	-1	
123974.000000	-1	-1	-1	-1	-1	
123980.000000	-1	-1	-1	-1	-1	
124012.000000	-1	-1	-1	-1	-1	
124019.000000	-1	-1	-1	-1	-1	
124023.000000	-1	-1	-1	-1	-1	
124062.000000	-1	-1	-1	-1	-1	
124113.000000	-1	-1	-1	-1	-1	
124135.000000	-1	-1	-1	-1	-1	
124171.000000	-1	-1	-1	-1	-1	
124191.000000	-1	-1	-1	-1	-1	
124205.000000	-1	-1	-1	-1	-1	
124245.000000	-1	-1	-1	-1	-1	
124306.000000	-1	-1	-1	-1	-1	
124327.000000	-1	-1	-1	-1	-1	
124358.000000	-1	-1	-1	-1	-1	
124385.000000	-1	-1	-1	-1	-1	
124735.000000	-1	-1	-1	-1	-1	
124833.000000	-1	-1	-1	-1	-1	
125350.000000	-1	-1	-1	-1	-1	
125426.000000	-1	-1	-1	-1	-1	
125435.000000	-1	-1	-1	-1	-1	
125545.000000	-1	-1	-1	-1	-1	
125554.000000	-1	-1	-1	-1	-1	
125646.000000	-1	-1	-1	-1	-1	
125829.000000	-1	-1	-1	-1	-1	
126156.000000	-1	-1	-1	-1	-1	
126163.000000	-1	-1	-1	-1	-1	
126182.000000	-1	-1	-1	-1	-1	
126410.000000	-1	-1	-1	-1	-1	
126428.000000	-1	-1	-1	-1	-1	
126673.000000	-1	-1	-1	-1	-1	
126754.000000	-1	-1	-1	-1	-1	
126755.000000	-1	-1	-1	-1	-1	
127103.000000	-1	-1	-1	-1	-1	
127104.000000	-1	-1	-1	-1	-1	
127149.000000	-1	-1	-1	-1	-1	
127299.000000	-1	-1	-1	-1	-1	
127394.000000	-1	-1	-1	-1	-1	
127424.000000	-1	-1	-1	-1	-1	
127455.000000	-1	-1	-1	-1	-1	
127586.000000	-1	-1	-1	-1	-1	
127710.000000	-1	-1	-1	-1	-1	
127749.000000	-1	-1	-1	-1	-1	
127764.000000	-1	-1	-1	-1	-1	
127794.000000	-1	-1	-1	-1	-1	
127874.000000	-1	-1	-1	-1	-1	
127961.000000	-1	-1	-1	-1	-1	
128016.000000	0.000000	0.000000	0.045788	0.000000	0.000000	
128412.000000	0.000000	0.000000	0.000000	0.000000	0.038848	
128482.000000	-1	-1	-1	-1	-1	
128633.000000	-1	-1	-1	-1	-1	
128760.000000	-1	-1	-1	-1	-1	
128996.000000	-1	-1	-1	-1	-1	
129015.000000	-1	-1	-1	-1	-1	
129180.000000	-1	-1	-1	-1	-1	
129378.000000	-1	-1	-1	-1	-1	
129458.000000	-1	-1	-1	-1	-1	
130185.000000	-1	-1	-1	-1	-1	
130519.000000	-1	-1	-1	-1	-1	
130660.000000	-1	-1	-1	-1	-1	
130675.000000	-1	-1	-1	-1	-1	
131373.000000	-1	-1	-1	-1	-1	
131597.000000	-1	-1	-1	-1	-1	
131884.000000	-1	-1	-1	-1	-1	
132268.000000	0.000000	0.052300	0.000000	0.000000	0.000000	
132545.000000	-1	-1	-1	-1	-1	
135208.000000	-1	-1	-1	-1	-1	
135958.000000	-1	-1	-1	-1	-1	
136135.000000	-1	-1	-1	-1	-1	
136154.000000	0.000000	0.028653	0.000000	0.000000	0.000000	
136243.000000	0.000000	0.082513	0.000000	0.000000	0.000000	
136259.000000	-1	-1	-1	-1	-1	
136307.000000	-1	-1	-1	-1	-1	
136351.000000	-1	-1	-1	-1	-1	
136563.000000	-1	-1	-1	-1	-1	
136587.000000	-1	-1	-1	-1	-1	
136725.000000	-1	-1	-1	-1	-1	
137109.000000	-1	-1	-1	-1	-1	
137463.000000	-1	-1	-1	-1	-1	
138245.000000	-1	-1	-1	-1	-1	
138268.000000	-1	-1	-1	-1	-1	
139978.000000	-1	-1	-1	-1	-1	
140193.000000	-1	-1	-1	-1	-1	
140322.000000	-1	-1	-1	-1	-1	
140370.000000	-1	-1	-1	-1	-1	
141282.000000	-1	-1	-1	-1	-1	
141787.000000	-1	-1	-1	-1	-1	
142017.000000	-1	-1	-1	-1	-1	
142333.000000	-1	-1	-1	-1	-1	
142554.000000	-1	-1	-1	-1	-1	
142592.000000	-1	-1	-1	-1	-1	
142639.000000	-1	-1	-1	-1	-1	
142691.000000	-1	-1	-1	-1	-1	
142735.000000	-1	-1	-1	-1	-1	
143198.000000	-1	-1	-1	-1	-1	
143309.000000	-1	-1	-1	-1	-1	
144160.000000	-1	-1	-1	-1	-1	
144868.000000	-1	-1	-1	-1	-1	
145266.000000	-1	-1	-1	-1	-1	
145277.000000	-1	-1	-1	-1	-1	
146277.000000	0.000000	0.057105	0.000000	0.000000	0.000000	
146283.000000	0.000000	0.057105	0.000000	0.000000	0.000000	
146684.000000	-1	-1	-1	-1	-1	
146735.000000	-1	-1	-1	-1	-1	
148121.000000	-1	-1	-1	-1	-1	
148269.000000	0.000000	0.022181	0.000000	0.000000	0.000000	
148308.000000	-1	-1	-1	-1	-1	
148356.000000	-1	-1	-1	-1	-1	
148357.000000	-1	-1	-1	-1	-1	
148425.000000	-1	-1	-1	-1	-1	
148754.000000	0.000000	0.015155	0.000000	0.000000	0.000000	
148800.000000	-1	-1	-1	-1	-1	
148814.000000	-1	-1	-1	-1	-1	
149151.000000	-1	-1	-1	-1	-1	
149257.000000	-1	-1	-1	-1	-1	
149277.000000	-1	-1	-1	-1	-1	
149284.000000	-1	-1	-1	-1	-1	
149360.000000	-1	-1	-1	-1	-1	
149539.000000	-1	-1	-1	-1	-1	
149544.000000	-1	-1	-1	-1	-1	
149567.000000	-1	-1	-1	-1	-1	
149575.000000	-1	-1	-1	-1	-1	
149590.000000	-1	-1	-1	-1	-1	
149623.000000	0.000000	0.005031	0.000000	0.000000	0.000000	
149632.000000	-1	-1	-1	-1	-1	
149635.000000	-1	-1	-1	-1	-1	
149830.000000	0.000000	0.039757	0.000000	0.000000	0.000000	
150004.000000	-1	-1	-1	-1	-1	
150238.000000	-1	-1	-1	-1	-1	
150245.000000	-1	-1	-1	-1	-1	
150682.000000	-1	-1	-1	-1	-1	
150865.000000	-1	-1	-1	-1	-1	
151282.000000	-1	-1	-1	-1	-1	
152020.000000	-1	-1	-1	-1	-1	
152104.000000	-1	-1	-1	-1	-1	
152195.000000	-1	-1	-1	-1	-1	
152282.000000	-1	-1	-1	-1	-1	
152376.000000	-1	-1	-1	-1	-1	
152742.000000	-1	-1	-1	-1	-1	
152799.000000	-1	-1	-1	-1	-1	
152806.000000	-1	-1	-1	-1	-1	
152964.000000	-1	-1	-1	-1	-1	
152966.000000	-1	-1	-1	-1	-1	
152972.000000	-1	-1	-1	-1	-1	
152979.000000	-1	-1	-1	-1	-1	
153031.000000	-1	-1	-1	-1	-1	
153099.000000	-1	-1	-1	-1	-1	
153355.000000	-1	-1	-1	-1	-1	
153452.000000	-1	-1	-1	-1	-1	
153465.000000	0.000000	0.073375	0.000000	0.000000	0.000000	
153592.000000	-1	-1	-1	-1	-1	
153613.000000	-1	-1	-1	-1	-1	
153760.000000	-1	-1	-1	-1	-1	
153846.000000	-1	-1	-1	-1	-1	
153868.000000	-1	-1	-1	-1	-1	
153927.000000	0.000000	0.010297	0.000000	0.000000	0.000000	
153928.000000	-1	-1	-1	-1	-1	
153977.000000	0.000000	0.008924	0.000000	0.000000	0.000000	
153980.000000	-1	-1	-1	-1	-1	
154202.000000	-1	-1	-1	-1	-1	
154575.000000	-1	-1	-1	-1	-1	
154614.000000	-1	-1	-1	-1	-1	
154660.000000	-1	-1	-1	-1	-1	
154872.000000	-1	-1	-1	-1	-1	
155352.000000	-1	-1	-1	-1	-1	
155354.000000	-1	-1	-1	-1	-1	
155364.000000	-1	-1	-1	-1	-1	
155623.000000	0.000000	0.030333	0.000000	0.000000	0.000000	
155697.000000	-1	-1	-1	-1	-1	
155759.000000	-1	-1	-1	-1	-1	
156096.000000	-1	-1	-1	-1	-1	
156101.000000	-1	-1	-1	-1	-1	
156196.000000	-1	-1	-1	-1	-1	
156200.000000	-1	-1	-1	-1	-1	
156291.000000	-1	-1	-1	-1	-1	
156485.000000	-1	-1	-1	-1	-1	
156496.000000	0.000000	0.000000	0.000000	0.000000	0.008540	
156544.000000	-1	-1	-1	-1	-1	
156614.000000	-1	-1	-1	-1	-1	
156794.000000	-1	-1	-1	-1	-1	
157366.000000	0.000000	0.109118	0.000000	0.000000	0.000000	
157453.000000	-1	-1	-1	-1	-1	
157490.000000	-1	-1	-1	-1	-1	
157995.000000	-1	-1	-1	-1	-1	
158179.000000	-1	-1	-1	-1	-1	
158209.000000	-1	-1	-1	-1	-1	
158215.000000	-1	-1	-1	-1	-1	
158732.000000	-1	-1	-1	-1	-1	
158924.000000	-1	-1	-1	-1	-1	
159146.000000	-1	-1	-1	-1	-1	
159179.000000	-1	-1	-1	-1	-1	
159221.000000	-1	-1	-1	-1	-1	
159229.000000	-1	-1	-1	-1	-1	
159357.000000	0.000000	0.415745	0.000000	0.000000	0.000000	
159392.000000	-1	-1	-1	-1	-1	
160074.000000	0.000000	0.374128	0.000000	0.000000	0.000000	
160086.000000	0.000000	0.374128	0.000000	0.000000	0.000000	
160101.000000	0.000000	0.374128	0.000000	0.000000	0.000000	
160114.000000	-1	-1	-1	-1	-1	
160351.000000	-1	-1	-1	-1	-1	
160396.000000	0.000000	0.037538	0.000000	0.000000	0.000000	
160476.000000	-1	-1	-1	-1	-1	
160524.000000	-1	-1	-1	-1	-1	
160564.000000	-1	-1	-1	-1	-1	
160616.000000	-1	-1	-1	-1	-1	
160641.000000	-1	-1	-1	-1	-1	
160643.000000	-1	-1	-1	-1	-1	
160743.000000	-1	-1	-1	-1	-1	
160993.000000	-1	-1	-1	-1	-1	
160994.000000	-1	-1	-1	-1	-1	
160995.000000	-1	-1	-1	-1	-1	
161220.000000	-1	-1	-1	-1	-1	
161253.000000	-1	-1	-1	-1	-1	
161739.000000	-1	-1	-1	-1	-1	
161884.000000	-1	-1	-1	-1	-1	
161889.000000	-1	-1	-1	-1	-1	
161917.000000	0.014751	0.000000	0.000000	0.000000	0.000000	
161940.000000	-1	-1	-1	-1	-1	
162198.000000	-1	-1	-1	-1	-1	
162258.000000	-1	-1	-1	-1	-1	
162588.000000	-1	-1	-1	-1	-1	
162757.000000	-1	-1	-1	-1	-1	
162838.000000	-1	-1	-1	-1	-1	
162894.000000	-1	-1	-1	-1	-1	
162992.000000	0.044543	0.000000	0.000000	0.000000	0.000000	
163048.000000	-1	-1	-1	-1	-1	
163085.000000	-1	-1	-1	-1	-1	
163185.000000	-1	-1	-1	-1	-1	
163226.000000	-1	-1	-1	-1	-1	
163371.000000	-1	-1	-1	-1	-1	
163552.000000	-1	-1	-1	-1	-1	
163893.000000	-1	-1	-1	-1	-1	
164064.000000	-1	-1	-1	-1	-1	
164077.000000	0.000000	0.078385	0.000000	0.000000	0.000000	
164585.000000	-1	-1	-1	-1	-1	
164762.000000	-1	-1	-1	-1	-1	
164887.000000	-1	-1	-1	-1	-1	
164935.000000	-1	-1	-1	-1	-1	
164947.000000	-1	-1	-1	-1	-1	
164950.000000	-1	-1	-1	-1	-1	
165257.000000	-1	-1	-1	-1	-1	
165637.000000	-1	-1	-1	-1	-1	
165965.000000	-1	-1	-1	-1	-1	
166031.000000	-1	-1	-1	-1	-1	
166067.000000	-1	-1	-1	-1	-1	
166259.000000	-1	-1	-1	-1	-1	
166495.000000	-1	-1	-1	-1	-1	
166773.000000	0.000000	0.000000	0.023989	0.000000	0.000000	
166813.000000	-1	-1	-1	-1	-1	
166933.000000	-1	-1	-1	-1	-1	
166987.000000	0.000000	0.000000	0.000000	0.000000	0.040336	
167629.000000	-1	-1	-1	-1	-1	
167921.000000	-1	-1	-1	-1	-1	
168017.000000	-1	-1	-1	-1	-1	
168051.000000	-1	-1	-1	-1	-1	
168227.000000	-1	-1	-1	-1	-1	
168355.000000	-1	-1	-1	-1	-1	
169431.000000	-1	-1	-1	-1	-1	
169448.000000	-1	-1	-1	-1	-1	
169461.000000	-1	-1	-1	-1	-1	
169904.000000	-1	-1	-1	-1	-1	
169981.000000	-1	-1	-1	-1	-1	
170143.000000	-1	-1	-1	-1	-1	
170247.000000	-1	-1	-1	-1	-1	
170313.000000	-1	-1	-1	-1	-1	
170537.000000	-1	-1	-1	-1	-1	
170828.000000	-1	-1	-1	-1	-1	
170834.000000	-1	-1	-1	-1	-1	
171027.000000	-1	-1	-1	-1	-1	
171102.000000	-1	-1	-1	-1	-1	
171504.000000	-1	-1	-1	-1	-1	
171509.000000	-1	-1	-1	-1	-1	
171601.000000	-1	-1	-1	-1	-1	
171619.000000	-1	-1	-1	-1	-1	
171638.000000	-1	-1	-1	-1	-1	
171890.000000	-1	-1	-1	-1	-1	
172033.000000	-1	-1	-1	-1	-1	
172036.000000	0.001390	0.000000	0.000000	0.000000	0.000000	
172049.000000	-1	-1	-1	-1	-1	
172075.000000	-1	-1	-1	-1	-1	
172083.000000	-1	-1	-1	-1	-1	
172141.000000	-1	-1	-1	-1	-1	
172149.000000	-1	-1	-1	-1	-1	
172258.000000	-1	-1	-1	-1	-1	
172485.000000	-1	-1	-1	-1	-1	
172520.000000	-1	-1	-1	-1	-1	
172779.000000	-1	-1	-1	-1	-1	
172875.000000	-1	-1	-1	-1	-1	
172884.000000	-1	-1	-1	-1	-1	
172916.000000	-1	-1	-1	-1	-1	
172931.000000	-1	-1	-1	-1	-1	
172940.000000	-1	-1	-1	-1	-1	
173039.000000	-1	-1	-1	-1	-1	
173052.000000	-1	-1	-1	-1	-1	
173088.000000	-1	-1	-1	-1	-1	
173117.000000	-1	-1	-1	-1	-1	
173161.000000	-1	-1	-1	-1	-1	
173162.000000	0.000000	0.005138	0.000000	0.000000	0.000000	
173204.000000	-1	-1	-1	-1	-1	
173230.000000	-1	-1	-1	-1	-1	
173293.000000	-1	-1	-1	-1	-1	
173366.000000	-1	-1	-1	-1	-1	
173381.000000	-1	-1	-1	-1	-1	
173438.000000	-1	-1	-1	-1	-1	
173462.000000	0.000000	0.047387	0.000000	0.000000	0.000000	
173579.000000	-1	-1	-1	-1	-1	
173596.000000	-1	-1	-1	-1	-1	
174177.000000	-1	-1	-1	-1	-1	
174246.000000	-1	-1	-1	-1	-1	
174291.000000	-1	-1	-1	-1	-1	
174308.000000	-1	-1	-1	-1	-1	
174318.000000	-1	-1	-1	-1	-1	
174374.000000	-1	-1	-1	-1	-1	
174768.000000	-1	-1	-1	-1	-1	
175017.000000	-1	-1	-1	-1	-1	
175027.000000	-1	-1	-1	-1	-1	
175125.000000	-1	-1	-1	-1	-1	
175145.000000	-1	-1	-1	-1	-1	
175464.000000	-1	-1	-1	-1	-1	
175516.000000	-1	-1	-1	-1	-1	
175602.000000	-1	-1	-1	-1	-1	
175651.000000	-1	-1	-1	-1	-1	
175670.000000	-1	-1	-1	-1	-1	
175723.000000	-1	-1	-1	-1	-1	
175831.000000	-1	-1	-1	-1	-1	
176171.000000	-1	-1	-1	-1	-1	
176342.000000	-1	-1	-1	-1	-1	
176344.000000	-1	-1	-1	-1	-1	
176376.000000	-1	-1	-1	-1	-1	
176418.000000	-1	-1	-1	-1	-1	
176421.000000	-1	-1	-1	-1	-1	
176473.000000	-1	-1	-1	-1	-1	
176703.000000	-1	-1	-1	-1	-1	
177137.000000	-1	-1	-1	-1	-1	
177154.000000	-1	-1	-1	-1	-1	
177335.000000	-1	-1	-1	-1	-1	
177360.000000	-1	-1	-1	-1	-1	
177426.000000	-1	-1	-1	-1	-1	
177496.000000	-1	-1	-1	-1	-1	
177571.000000	-1	-1	-1	-1	-1	
177632.000000	-1	-1	-1	-1	-1	
177655.000000	-1	-1	-1	-1	-1	
177868.000000	-1	-1	-1	-1	-1	
177895.000000	-1	-1	-1	-1	-1	
177929.000000	-1	-1	-1	-1	-1	
177959.000000	-1	-1	-1	-1	-1	
178056.000000	-1	-1	-1	-1	-1	
178121.000000	-1	-1	-1	-1	-1	
