Position	Rsbk[0]	Rsbk[1]	Rsbk[2]	Rsbk[3]	Rsbk[4]	Rsbk[5]	Rsbk[6]	Rsbk[7]	Rsbk[8]	Rsbk[9]	
54380.000000	0.009506	0.168559	0.000000	0.074668	0.124916	0.000000	0.008972	0.000347	0.009506	0.000000	
54487.000000	0.007393	0.131101	0.004802	0.058075	0.097157	0.084519	0.000000	0.000270	0.007393	0.000153	
54571.000000	0.000000	0.235982	0.008644	0.104536	0.174882	0.152134	0.000000	0.000000	0.000000	0.000000	
54937.000000	0.045448	0.117991	0.004322	0.052268	0.087441	0.076067	0.000390	0.000518	0.048714	0.003859	
54952.000000	0.045448	0.117991	0.004322	0.052268	0.087441	0.076067	0.000390	0.000518	0.048714	0.003859	
55097.000000	0.050498	0.131101	0.004802	0.058075	0.097157	0.084519	0.000000	0.000575	0.054126	0.004288	
55128.000000	0.056811	0.147489	0.005403	0.065335	0.109301	0.095084	0.000000	0.000000	0.060892	0.004824	
56327.000000	0.050498	0.131101	0.004802	0.058075	0.097157	0.084519	0.000000	0.004648	0.054126	0.004288	
57019.000000	0.050498	0.131101	0.004802	0.058075	0.097157	0.084519	0.000000	0.004648	0.054126	0.004288	
57836.000000	0.056811	0.147489	0.000000	0.065335	0.109301	0.095084	0.002162	0.005229	0.060892	0.000000	
57847.000000	0.045448	0.117991	0.000552	0.052268	0.087441	0.076067	0.001729	0.004183	0.048714	0.000552	
58601.000000	0.056811	0.147489	0.000000	0.065335	0.109301	0.095084	0.002162	0.005229	0.060892	0.000000	
58650.000000	0.075747	0.196652	0.000000	0.087113	0.145735	0.126779	0.000000	0.000000	0.081190	0.000000	
58703.000000	0.056811	0.147489	0.000000	0.065335	0.109301	0.095084	0.000049	0.000049	0.060892	0.000000	
58704.000000	0.056811	0.147489	0.000022	0.065335	0.109301	0.095084	0.000000	0.000000	0.060892	0.000022	
58713.000000	0.050498	0.131101	0.000019	0.058075	0.097157	0.084519	0.000634	0.000000	0.054126	0.000019	
58718.000000	0.056811	0.147489	0.000000	0.065335	0.109301	0.095084	0.000713	0.000700	0.060892	0.000000	
59102.000000	0.045448	0.117991	0.000279	0.052268	0.087441	0.076067	0.000570	0.000560	0.048714	0.000279	
59105.000000	0.075747	0.196652	0.000000	0.087113	0.145735	0.126779	0.000000	0.000000	0.081190	0.000000	
59324.000000	0.045448	0.117991	0.039009	0.052268	0.087441	0.076067	0.011066	0.000177	0.048714	0.039358	
59350.000000	0.050498	0.131101	0.043344	0.058075	0.097157	0.084519	0.012295	0.000000	0.054126	0.043731	
66868.000000	0.045448	0.117991	0.039009	0.052268	0.087441	0.076067	0.011066	0.032773	0.048714	0.039358	
66892.000000	0.050498	0.131101	0.043344	0.058075	0.097157	0.084519	0.000000	0.036414	0.054126	0.043731	
66930.000000	0.045448	0.117991	0.039009	0.052268	0.087441	0.076067	0.000033	0.032773	0.048714	0.039358	
66938.000000	0.050498	0.131101	0.043344	0.058075	0.097157	0.084519	0.000000	0.036414	0.054126	0.043731	
67135.000000	0.050498	0.131101	0.043344	0.058075	0.097157	0.084519	0.000000	0.036414	0.054126	0.043731	
67156.000000	0.050498	0.131101	0.043344	0.000000	0.097157	0.084519	0.002368	0.036414	0.054126	0.043731	
67167.000000	0.045448	0.117991	0.039009	0.030996	0.087441	0.076067	0.002131	0.032773	0.048714	0.039358	
70077.000000	0.050498	0.131101	0.043344	0.034440	0.097157	0.084519	0.000000	0.036414	0.054126	0.043731	
70093.000000	0.050498	0.131101	0.043344	0.034440	0.097157	0.084519	0.000000	0.036414	0.054126	0.043731	
70219.000000	0.045448	0.117991	0.039009	0.030996	0.087441	0.076067	0.001701	0.032773	0.048714	0.039358	
70257.000000	0.045448	0.117991	0.039009	0.030996	0.087441	0.076067	0.001701	0.032773	0.048714	0.039358	
71324.000000	0.045448	0.117991	0.039009	0.030996	0.087441	0.076067	0.001701	0.032773	0.048714	0.039358	
71345.000000	0.050498	0.131101	0.043344	0.034440	0.097157	0.084519	0.000000	0.036414	0.054126	0.043731	
71431.000000	0.050498	0.131101	0.043344	0.034440	0.097157	0.084519	0.000000	0.036414	0.054126	0.043731	
73636.000000	0.050498	0.131101	0.043344	0.034440	0.097157	0.084519	0.000000	0.036414	0.054126	0.043731	
75311.000000	0.050498	0.131101	0.043344	0.034440	0.097157	0.084519	0.000000	0.036414	0.054126	0.043731	
75324.000000	0.050498	0.131101	0.043344	0.034440	0.097157	0.084519	0.000000	0.036414	0.054126	0.043731	
76450.000000	0.045448	0.117991	0.039009	0.030996	0.087441	0.076067	0.014327	0.032773	0.048714	0.039358	
76471.000000	0.045448	0.117991	0.039009	0.030996	0.087441	0.076067	0.014327	0.032773	0.048714	0.039358	
76474.000000	0.045448	0.117991	0.039009	0.030996	0.087441	0.076067	0.014327	0.032773	0.048714	0.039358	
85623.000000	0.045448	0.117991	0.039009	0.030996	0.087441	0.076067	0.014327	0.032773	0.048714	0.039358	
86000.000000	0.056811	0.147489	0.048762	0.038745	0.109301	0.095084	0.000000	0.000000	0.060892	0.049198	
86475.000000	0.000000	0.147489	0.000000	0.038745	0.109301	0.095084	0.000436	0.000448	0.060892	0.049198	
86483.000000	0.000000	0.196652	0.000000	0.051660	0.145735	0.126779	0.000000	0.000598	0.081190	0.000000	
86489.000000	0.000000	0.235982	0.000000	0.061992	0.174882	0.152134	0.000000	0.000000	0.097428	0.000000	
86688.000000	0.000000	0.147489	0.000000	0.038745	0.109301	0.095084	0.002147	0.002147	0.060892	0.002276	
86779.000000	0.001612	0.117991	0.001612	0.030996	0.087441	0.076067	0.001718	0.001718	0.048714	0.001821	
87329.000000	0.001791	0.131101	0.001791	0.034440	0.000000	0.084519	0.001909	0.001909	0.054126	0.002023	
87756.000000	0.001612	0.117991	0.001612	0.030996	0.014504	0.076067	0.001718	0.001718	0.048714	0.001821	
87801.000000	0.002015	0.147489	0.002015	0.038745	0.018130	0.095084	0.000000	0.000000	0.060892	0.002276	
87899.000000	0.000000	0.235982	0.000000	0.061992	0.029008	0.152134	0.000000	0.000000	0.097428	0.000000	
88400.000000	0.000000	0.235982	0.000000	0.061992	0.029008	0.152134	0.000000	0.000000	0.097428	0.000000	
88599.000000	0.000200	0.147489	0.000200	0.038745	0.018130	0.095084	0.000200	0.000200	0.000000	0.000000	
88622.000000	0.000000	0.235982	0.000000	0.061992	0.029008	0.152134	0.000000	0.000000	0.014212	0.000000	
88645.000000	0.000000	0.168559	0.000000	0.000000	0.020720	0.108667	0.001297	0.001297	0.010151	0.000287	
88900.000000	0.000994	0.131101	0.000994	0.014143	0.016116	0.084519	0.001009	0.001009	0.007895	0.000000	
89013.000000	0.000895	0.117991	0.000895	0.012729	0.014504	0.076067	0.000908	0.000908	0.007106	0.000746	
89168.000000	0.000895	0.117991	0.000895	0.012729	0.014504	0.076067	0.000908	0.000908	0.007106	0.000746	
89357.000000	0.001119	0.147489	0.001119	0.015911	0.018130	0.095084	0.000000	0.000000	0.008882	0.000933	
89428.000000	0.000000	0.147489	0.000000	0.015911	0.018130	0.095084	0.000146	0.000146	0.008882	0.000933	
89519.000000	0.001032	0.168559	0.001032	0.018184	0.020720	0.108667	0.000000	0.000000	0.010151	0.000000	
89537.000000	0.000903	0.147489	0.000903	0.015911	0.018130	0.095084	0.000000	0.000000	0.008882	0.002003	
90411.000000	0.000000	0.147489	0.000000	0.015911	0.018130	0.095084	0.001198	0.002446	0.008882	0.002003	
90865.000000	0.000000	0.196652	0.000000	0.021214	0.024174	0.126779	0.000000	0.003261	0.011843	0.000000	
90893.000000	0.000364	0.117991	0.000364	0.012729	0.014504	0.076067	0.000650	0.001957	0.007106	0.000650	
90942.000000	0.000364	0.117991	0.000364	0.012729	0.014504	0.076067	0.000650	0.001957	0.007106	0.000650	
91321.000000	0.000000	0.147489	0.000000	0.015911	0.018130	0.095084	0.000813	0.002446	0.008882	0.000813	
91338.000000	0.000000	0.235982	0.000000	0.025457	0.029008	0.152134	0.000000	0.000000	0.014212	0.000000	
91406.000000	0.000755	0.131101	0.000755	0.014143	0.016116	0.084519	0.000908	0.000000	0.007895	0.000755	
91461.000000	0.000755	0.131101	0.000755	0.014143	0.016116	0.084519	0.000908	0.000000	0.007895	0.000755	
91604.000000	0.000679	0.117991	0.000679	0.012729	0.014504	0.076067	0.000817	0.000585	0.007106	0.000679	
91748.000000	0.000679	0.117991	0.000679	0.012729	0.014504	0.076067	0.000817	0.000585	0.007106	0.000679	
91937.000000	0.000000	0.168559	0.000000	0.018184	0.020720	0.108667	0.001167	0.000836	0.010151	0.000000	
91939.000000	0.000045	0.147489	0.000010	0.015911	0.018130	0.095084	0.000000	0.000000	0.008882	0.000383	
91948.000000	0.000040	0.131101	0.000000	0.014143	0.016116	0.084519	0.002290	0.000060	0.007895	0.000341	
91978.000000	0.000000	0.147489	0.000000	0.015911	0.018130	0.095084	0.002576	0.000068	0.008882	0.000383	
91984.000000	0.000544	0.131101	0.000272	0.014143	0.016116	0.084519	0.002290	0.000000	0.007895	0.000341	
92054.000000	0.000489	0.117991	0.000245	0.012729	0.014504	0.076067	0.002061	0.001952	0.007106	0.000307	
92104.000000	0.000489	0.117991	0.000245	0.012729	0.014504	0.076067	0.002061	0.001952	0.007106	0.000307	
92197.000000	0.000612	0.147489	0.000000	0.015911	0.018130	0.095084	0.002576	0.002440	0.008882	0.000000	
92443.000000	0.000000	0.168559	0.000000	0.018184	0.020720	0.108667	0.002944	0.002788	0.010151	0.000000	
92531.000000	0.000699	0.117991	0.000699	0.012729	0.014504	0.076067	0.002061	0.001952	0.007106	0.000699	
92827.000000	0.000699	0.117991	0.000699	0.012729	0.014504	0.076067	0.002061	0.001952	0.007106	0.000699	
93116.000000	0.000000	0.168559	0.000000	0.018184	0.020720	0.108667	0.002944	0.002788	0.010151	0.000000	
93217.000000	0.000116	0.117991	0.000116	0.012729	0.014504	0.076067	0.002061	0.001952	0.007106	0.000116	
93277.000000	0.000000	0.168559	0.000000	0.018184	0.020720	0.108667	0.002944	0.002788	0.010151	0.000000	
93465.000000	0.000000	0.235982	0.000000	0.025457	0.029008	0.152134	0.000000	0.000000	0.014212	0.000000	
93601.000000	0.002914	0.131101	0.003714	0.014143	0.016116	0.084519	0.003010	0.003010	0.000000	0.002914	
93952.000000	0.002622	0.117991	0.003343	0.012729	0.014504	0.076067	0.002709	0.002709	0.003753	0.002622	
95311.000000	0.002622	0.117991	0.003343	0.012729	0.014504	0.076067	0.002709	0.002709	0.003753	0.002622	
95388.000000	0.000000	0.147489	0.004178	0.015911	0.018130	0.095084	0.003386	0.003386	0.004692	0.000000	
95431.000000	0.000000	0.196652	0.005571	0.021214	0.024174	0.126779	0.000000	0.000000	0.006255	0.000000	
95724.000000	0.000489	0.147489	0.004178	0.015911	0.018130	0.095084	0.000000	0.000000	0.004692	0.000726	
95973.000000	0.000000	0.147489	0.000000	0.015911	0.018130	0.095084	0.021501	0.008017	0.004692	0.000726	
95987.000000	0.000000	0.168559	0.000000	0.018184	0.020720	0.108667	0.024573	0.009163	0.005362	0.000000	
96766.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
96771.000000	0.006921	0.986435	0.004182	0.106414	0.121259	0.635940	0.143803	0.053621	0.134800	0.000790	
96897.000000	0.007690	1.096039	0.004646	0.118238	0.134732	0.706600	0.159781	0.059578	0.149777	0.000000	
96913.000000	0.007690	1.096039	0.004646	0.118238	0.134732	0.706600	0.159781	0.059578	0.149777	0.000000	
96987.000000	0.000000	1.096039	0.004646	0.118238	0.134732	0.706600	0.159781	0.059578	0.149777	0.003654	
97024.000000	0.001322	0.986435	0.004182	0.106414	0.121259	0.635940	0.143803	0.053621	0.134800	0.003289	
97206.000000	0.000000	1.233044	0.000000	0.133018	0.151573	0.794925	0.179753	0.067026	0.168500	0.004111	
97239.000000	0.000000	1.409193	0.000000	0.152021	0.173227	0.908486	0.205433	0.076601	0.192571	0.000000	
97240.000000	0.003868	0.986435	0.003397	0.106414	0.121259	0.635940	0.143803	0.053621	0.134800	0.003397	
97494.000000	0.003868	0.986435	0.003397	0.106414	0.121259	0.635940	0.143803	0.053621	0.134800	0.003397	
97548.000000	0.004835	1.233044	0.000000	0.133018	0.151573	0.794925	0.179753	0.067026	0.168500	0.000000	
97572.000000	0.000000	1.409193	0.000000	0.152021	0.173227	0.908486	0.205433	0.076601	0.192571	0.000000	
97608.000000	0.000000	1.644058	0.000000	0.000000	0.000000	1.059900	0.239671	0.089368	0.224666	0.000382	
97610.000000	0.019129	1.096039	0.026048	0.019129	0.019129	0.706600	0.159781	0.059578	0.149777	0.000000	
97667.000000	0.017216	0.986435	0.023443	0.017216	0.017216	0.635940	0.143803	0.053621	0.134800	0.023087	
98044.000000	0.017216	0.986435	0.023443	0.017216	0.017216	0.635940	0.143803	0.053621	0.134800	0.023087	
98566.000000	0.017216	0.986435	0.023443	0.017216	0.017216	0.635940	0.143803	0.053621	0.134800	0.023087	
99505.000000	0.000000	1.409193	0.033490	0.000000	0.000000	0.908486	0.205433	0.076601	0.192571	0.032982	
99598.000000	0.000000	1.409813	0.000000	0.190502	0.238776	0.908486	0.205433	0.076601	0.193192	0.000000	
100057.000000	0.005600	0.986869	0.005600	0.133351	0.167143	0.635940	0.143803	0.053621	0.135234	0.005600	
100211.000000	0.005600	0.986869	0.005600	0.133351	0.167143	0.635940	0.143803	0.053621	0.135234	0.005600	
100372.000000	0.000000	1.644782	0.000000	0.222252	0.278572	1.059900	0.239671	0.000000	0.225390	0.000000	
100583.000000	0.014856	0.986869	0.011405	0.133351	0.167143	0.635940	0.143803	0.050724	0.135234	0.011405	
101367.000000	0.014856	0.986869	0.011405	0.133351	0.167143	0.635940	0.143803	0.050724	0.135234	0.011405	
101478.000000	0.018570	1.233587	0.000000	0.166689	0.208929	0.794925	0.179753	0.063405	0.169043	0.000000	
101641.000000	0.014856	0.986869	0.001798	0.133351	0.167143	0.635940	0.143803	0.050724	0.135234	0.001798	
101776.000000	0.000000	1.409813	0.000000	0.190502	0.238776	0.908486	0.205433	0.072463	0.193192	0.000000	
101900.000000	0.000000	1.409813	0.000000	0.190502	0.238776	0.908486	0.205433	0.072463	0.193192	0.000000	
104502.000000	0.042204	0.986869	0.017855	0.133351	0.167143	0.635940	0.143803	0.050724	0.135234	0.017855	
104859.000000	0.060291	1.409813	0.000000	0.190502	0.238776	0.908486	0.205433	0.000000	0.193192	0.000000	
104910.000000	0.042204	0.986869	0.021886	0.133351	0.167143	0.635940	0.143803	0.029224	0.135234	0.021886	
105057.000000	0.042204	0.986869	0.021886	0.133351	0.167143	0.635940	0.143803	0.029224	0.135234	0.021886	
105239.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
105304.000000	0.027695	0.647596	0.014362	0.087507	0.109682	0.417312	0.094365	0.019177	0.088742	0.014362	
106158.000000	0.027695	0.647596	0.014362	0.087507	0.109682	0.417312	0.094365	0.019177	0.088742	0.014362	
106572.000000	0.027695	0.647596	0.014362	0.087507	0.109682	0.417312	0.094365	0.019177	0.088742	0.014362	
106824.000000	0.000000	0.925138	0.000000	0.125010	0.156688	0.596160	0.134807	0.027396	0.126775	0.000000	
106989.000000	0.000000	0.809496	0.020309	0.109384	0.137102	0.521640	0.117957	0.023971	0.110928	0.000000	
107266.000000	0.016107	0.719552	0.018052	0.097230	0.121868	0.000000	0.104850	0.021308	0.098603	0.007449	
107346.000000	0.016107	0.719552	0.018052	0.097230	0.122801	0.141804	0.104850	0.000000	0.098603	0.007449	
107414.000000	0.014497	0.647596	0.016247	0.087507	0.110521	0.127623	0.094365	0.000966	0.088742	0.006704	
107590.000000	0.016107	0.719552	0.018052	0.097230	0.122801	0.141804	0.104850	0.000000	0.098603	0.007449	
107938.000000	0.016107	0.719552	0.018052	0.097230	0.122801	0.141804	0.000000	0.014018	0.098603	0.007449	
108010.000000	0.020710	0.000000	0.023210	0.124484	0.157361	0.182319	0.036837	0.018023	0.000000	0.000000	
108281.000000	0.014497	0.042461	0.016247	0.087139	0.110153	0.127623	0.025786	0.012616	0.042461	0.006435	
108643.000000	0.014497	0.042461	0.016247	0.087139	0.110153	0.127623	0.025786	0.012616	0.042461	0.006435	
109273.000000	0.000000	0.060658	0.000000	0.124484	0.157361	0.182319	0.036837	0.018023	0.060658	0.000000	
109441.000000	0.010947	0.047178	0.010947	0.096821	0.122392	0.141804	0.028651	0.000000	0.047178	0.002019	
109732.000000	0.010947	0.047178	0.010947	0.096821	0.122392	0.141804	0.028651	0.003828	0.047178	0.000000	
110021.000000	0.009852	0.042461	0.009852	0.087139	0.110153	0.127623	0.025786	0.003445	0.042461	0.016698	
110022.000000	0.010947	0.047178	0.010947	0.096821	0.122392	0.141804	0.028651	0.000000	0.047178	0.018554	
110213.000000	0.009852	0.042461	0.009852	0.087139	0.110153	0.127623	0.025786	0.009975	0.042461	0.016698	
110258.000000	0.009852	0.042461	0.009852	0.087139	0.110153	0.127623	0.025786	0.009975	0.042461	0.016698	
110944.000000	0.000000	0.060658	0.000000	0.000000	0.157361	0.182319	0.036837	0.014250	0.060658	0.023855	
111200.000000	0.000000	0.053076	0.000000	0.141344	0.137691	0.160143	0.032233	0.012468	0.053076	0.020873	
111260.000000	0.006644	0.047178	0.006644	0.125639	0.122392	0.142349	0.000000	0.011083	0.047178	0.018554	
111494.000000	0.007474	0.053076	0.007474	0.141344	0.137691	0.160143	0.000000	0.000000	0.053076	0.020873	
111810.000000	0.006644	0.047178	0.006644	0.125639	0.122392	0.142349	0.020217	0.000000	0.047178	0.018554	
111929.000000	0.005979	0.042461	0.005979	0.113075	0.110153	0.128114	0.018195	0.000681	0.042461	0.016698	
111982.000000	0.006644	0.047178	0.006644	0.125639	0.122392	0.142349	0.020217	0.000000	0.047178	0.018554	
111988.000000	0.000000	0.060658	0.000000	0.161536	0.157361	0.183021	0.025993	0.002263	0.060658	0.000000	
112150.000000	0.018175	0.042461	0.006625	0.113075	0.110153	0.128114	0.018195	0.001584	0.042461	0.018175	
112220.000000	0.020195	0.047178	0.007361	0.125639	0.122392	0.142349	0.020217	0.000000	0.047178	0.020195	
112410.000000	0.018175	0.042461	0.006625	0.113075	0.110153	0.128114	0.018195	0.018266	0.042461	0.018175	
113401.000000	0.020195	0.047178	0.000000	0.125639	0.122392	0.142349	0.020217	0.020296	0.047178	0.020195	
113613.000000	0.025965	0.000000	0.009696	0.161536	0.000000	0.182568	0.025993	0.026095	0.000000	0.025965	
113676.000000	0.018175	0.090655	0.006787	0.113075	0.025176	0.127798	0.018195	0.018266	0.037428	0.018175	
113690.000000	0.018175	0.090655	0.006787	0.113075	0.025176	0.127798	0.018195	0.018266	0.037428	0.018175	
113702.000000	0.018175	0.090655	0.006787	0.113075	0.025176	0.127798	0.018195	0.018266	0.037428	0.018175	
114197.000000	0.020195	0.100728	0.007541	0.125639	0.027974	0.141997	0.000000	0.020296	0.041586	0.020195	
114531.000000	0.000000	0.151092	0.000000	0.188459	0.041960	0.212996	0.000000	0.030444	0.062380	0.000000	
114712.000000	0.003717	0.113319	0.003717	0.141344	0.031470	0.159747	0.000000	0.000000	0.046785	0.003717	
114790.000000	0.002974	0.090655	0.002974	0.113075	0.025176	0.127798	0.026950	0.001948	0.037428	0.002974	
115204.000000	0.000000	0.151092	0.000000	0.188459	0.041960	0.212996	0.044917	0.000000	0.062380	0.000000	
115387.000000	0.000000	0.151092	0.000000	0.188459	0.041960	0.212996	0.044917	0.000000	0.062380	0.000000	
115557.000000	0.023600	0.100728	0.018580	0.125639	0.027974	0.141997	0.029945	0.000000	0.041586	0.023600	
115662.000000	0.021240	0.090655	0.016722	0.113075	0.025176	0.127798	0.026950	0.000463	0.037428	0.021240	
115674.000000	0.023600	0.100728	0.018580	0.125639	0.027974	0.141997	0.029945	0.000000	0.041586	0.023600	
115905.000000	0.021240	0.090655	0.016722	0.113075	0.025176	0.127798	0.026950	0.001144	0.037428	0.021240	
115963.000000	0.023600	0.100728	0.018580	0.125639	0.027974	0.141997	0.029945	0.000000	0.041586	0.023600	
116291.000000	0.023600	0.100728	0.018580	0.125639	0.027974	0.141997	0.029945	0.000000	0.041586	0.023600	
116366.000000	0.021240	0.090655	0.016722	0.113075	0.025176	0.127798	0.026950	0.028918	0.037428	0.021240	
116626.000000	0.021240	0.090655	0.016722	0.113075	0.025176	0.127798	0.026950	0.028918	0.037428	0.021240	
116653.000000	0.021240	0.090655	0.016722	0.113075	0.025176	0.127798	0.026950	0.028918	0.037428	0.021240	
116659.000000	0.021240	0.090655	0.016722	0.113075	0.025176	0.127798	0.026950	0.028918	0.037428	0.021240	
116988.000000	0.023600	0.100728	0.018580	0.125639	0.000000	0.141997	0.029945	0.032131	0.041586	0.023600	
117236.000000	0.021240	0.090655	0.016722	0.113075	0.009967	0.127798	0.026950	0.028918	0.037428	0.021240	
117931.000000	0.023600	0.100728	0.000000	0.125639	0.011074	0.141997	0.029945	0.032131	0.041586	0.023600	
117969.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
118339.000000	0.000000	105.990741	0.000000	132.203704	11.652778	149.416667	0.000000	33.810185	43.759259	0.000000	
118357.000000	0.000000	105.990741	0.000000	132.203704	11.652778	149.416667	0.000000	33.810185	43.759259	0.000000	
118384.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
118624.000000	0.054513	0.743312	0.294058	0.927143	0.135422	1.047857	0.054513	0.237110	0.135422	0.045844	
119796.000000	0.000000	1.061874	0.420083	1.324490	0.193460	1.496939	0.000000	0.338729	0.193460	0.000000	
120164.000000	0.210606	0.825902	0.326732	1.030159	0.150469	1.164286	0.094228	0.000000	0.150469	0.166270	
121015.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
121280.000000	0.443617	1.739666	0.688222	2.169909	0.172796	2.452432	0.198480	0.105851	0.172796	0.350228	
