Position	iES_BRG	iES_BRM	iES_CHCU	iES_CHCA	iES_CHFR	iES_TXL	log(iES_BRG)	log(iES_BRM)	log(iES_CHCU)	log(iES_CHCA)	log(iES_CHFR)	log(iES_TXL)	log_Rsb(BRG/BRM)	log_Rsb(BRG/CHCU)	log_Rsb(BRG/CHCA)	log_Rsb(BRG/CHFR)	log_Rsb(BRG/TXL)	log_Rsb(BRM/CHCU)	log_Rsb(BRM/CHCA)	log_Rsb(BRM/CHFR)	log_Rsb(BRM/TXL)	log_Rsb(CHCU/CHCA)	log_Rsb(CHCU/CHFR)	log_Rsb(CHCU/TXL)	log_Rsb(CHCA/CHFR)	log_Rsb(CHCA/TXL)	log_Rsb(CHFR/TXL)	log_RsbN(BRG/BRM)	log_RsbN(BRG/CHCU)	log_RsbN(BRG/CHCA)	log_RsbN(BRG/CHFR)	log_RsbN(BRG/TXL)	log_RsbN(BRM/CHCU)	log_RsbN(BRM/CHCA)	log_RsbN(BRM/CHFR)	log_RsbN(BRM/TXL)	log_RsbN(CHCU/CHCA)	log_RsbN(CHCU/CHFR)	log_RsbN(CHCU/TXL)	log_RsbN(CHCA/CHFR)	log_RsbN(CHCA/TXL)	log_RsbN(CHFR/TXL)	
97206.000000	33533.666667	13388.500000	29080.818182	2109.666667	35654.857143	NA	10.420305	9.502151	10.277834	7.654285	10.481641	NA	0.918154	0.142471	2.766020	-0.061335	NA	-0.775683	1.847866	-0.979489	NA	2.623549	-0.203807	NA	-2.827355	NA	NA	0.995764	0.570479	2.146364	1.235764	NA	-0.590974	1.882629	0.628633	NA	2.725401	0.832836	NA	-1.322898	NA	NA	
97610.000000	17591.600000	19965.000000	26605.333333	4196.916667	37739.961538	NA	9.775177	9.901736	10.188867	8.342105	10.538475	NA	-0.126559	-0.413690	1.433071	-0.763298	NA	-0.287131	1.559631	-0.636739	NA	1.846762	-0.349608	NA	-2.196369	NA	NA	0.224523	0.152446	1.315764	0.765002	NA	-0.025535	1.618922	0.944509	NA	1.930374	0.696144	NA	-0.806496	NA	NA	
111200.000000	11182.833333	5093.600000	16798.055556	2254.500000	36176.538462	2201.000000	9.322135	8.535740	9.729018	7.720683	10.496166	7.696667	0.786395	-0.406883	1.601452	-1.174031	1.625468	-1.193278	0.815057	-1.960426	0.839073	2.008335	-0.767148	2.032351	-2.775483	0.024016	2.799499	0.898496	0.157562	1.420687	0.489549	1.126456	-1.074291	0.937710	-0.275392	0.468751	2.095742	0.304692	1.268911	-1.280445	-0.224448	0.839270	
131597.000000	9105.166667	17185.812500	16671.000000	7201.444444	30804.416667	22282.000000	9.116597	9.751839	9.721426	8.882037	10.335413	10.011534	-0.635242	-0.604829	0.234560	-1.218816	-0.894937	0.030414	0.869803	-0.583574	-0.259695	0.839389	-0.613987	-0.290108	-1.453376	-1.129498	0.323879	-0.151003	0.008779	0.568936	0.459515	-0.161513	0.341984	0.987797	0.993506	-0.154246	0.899348	0.448283	-0.247385	-0.198429	-1.082190	-0.327428	
136154.000000	8868.500000	14993.875000	19392.600000	7507.071429	32991.227273	NA	9.090261	9.615397	9.872647	8.923601	10.403997	NA	-0.525136	-0.782386	0.166660	-1.313736	NA	-0.257250	0.691796	-0.788600	NA	0.949046	-0.531350	NA	-1.480396	NA	NA	-0.069719	-0.124681	0.526626	0.395858	NA	0.009049	0.824939	0.804555	NA	1.011580	0.525757	NA	-0.220542	NA	NA	
146277.000000	22678.750000	16353.000000	23891.722222	8718.750000	40216.300000	NA	10.029184	9.702167	10.081287	9.073231	10.602028	NA	0.327017	-0.052104	0.955952	-0.572844	NA	-0.379121	0.628935	-0.899861	NA	1.008056	-0.520740	NA	-1.528797	NA	NA	0.559368	0.424229	1.018457	0.892728	NA	-0.132002	0.767428	0.702017	NA	1.071975	0.535704	NA	-0.260153	NA	NA	
148754.000000	22678.750000	15168.444444	18046.272727	1367.928571	38108.800000	NA	10.029184	9.626973	9.800694	7.221053	10.548201	NA	0.402211	0.228489	2.808131	-0.519017	NA	-0.173722	2.405920	-0.921228	NA	2.579642	-0.747506	NA	-3.327148	NA	NA	0.614879	0.635134	2.172605	0.928826	NA	0.105722	2.393193	0.682326	NA	2.680463	0.323106	NA	-1.731929	NA	NA	
149623.000000	11376.875000	19310.214286	23212.611111	321.400000	37022.050000	NA	9.339338	9.868389	10.052451	5.772686	10.519269	NA	-0.529051	-0.713113	3.566652	-1.179931	NA	-0.184062	4.095703	-0.650879	NA	4.279765	-0.466818	NA	-4.746583	NA	NA	-0.072610	-0.072612	2.645262	0.485593	NA	0.093756	3.939179	0.931477	NA	4.420506	0.586257	NA	-2.893599	NA	NA	
153465.000000	16967.750000	15309.250000	20112.550000	4999.000000	34144.727273	1565.000000	9.739070	9.636212	9.909099	8.516993	10.438363	7.355641	0.102857	-0.170030	1.222077	-0.699294	2.383429	-0.272887	1.119219	-0.802151	2.280571	1.392106	-0.529264	2.553458	-1.921370	1.161352	3.082722	0.393886	0.335591	1.184287	0.807926	1.513786	-0.009049	1.215989	0.792066	1.286075	1.465043	0.527712	1.609133	-0.581436	0.621265	0.972746	
153927.000000	10431.375000	17476.500000	19839.700000	4815.928571	34056.590909	NA	9.252573	9.768612	9.895440	8.479684	10.435779	NA	-0.516039	-0.642867	0.772889	-1.183205	NA	-0.126828	1.288928	-0.667166	NA	1.415756	-0.540339	NA	-1.956095	NA	NA	-0.063003	-0.019813	0.904385	0.483397	NA	0.159997	1.371256	0.916467	NA	1.489249	0.517330	NA	-0.609855	NA	NA	
153977.000000	10431.375000	17462.428571	22033.500000	4409.687500	29058.038462	NA	9.252573	9.767807	10.000319	8.391559	10.277050	NA	-0.515234	-0.747746	0.861014	-1.024477	NA	-0.232512	1.376248	-0.509244	NA	1.608760	-0.276731	NA	-1.885491	NA	NA	-0.062409	-0.098644	0.959298	0.589846	NA	0.037679	1.451145	1.062008	NA	1.686784	0.764467	NA	-0.552073	NA	NA	
155623.000000	19226.250000	15705.000000	21720.055556	4832.071429	42348.555556	NA	9.864032	9.661734	9.985991	8.483031	10.653690	NA	0.202297	-0.121960	1.381001	-0.789658	NA	-0.324257	1.178704	-0.991955	NA	1.502961	-0.667698	NA	-2.170659	NA	NA	0.467296	0.371723	1.283318	0.747324	NA	-0.068504	1.270412	0.617144	NA	1.578501	0.397928	NA	-0.785455	NA	NA	
159357.000000	9694.125000	17466.214286	21815.222222	3461.928571	32650.090909	NA	9.179275	9.768024	9.990363	8.149581	10.393603	NA	-0.588748	-0.811088	1.029694	-1.214328	NA	-0.222340	1.618443	-0.625579	NA	1.840782	-0.403240	NA	-2.244022	NA	NA	-0.116680	-0.146254	1.064408	0.462525	NA	0.049453	1.672729	0.954794	NA	1.924255	0.645863	NA	-0.845495	NA	NA	
160086.000000	17506.750000	11167.500000	17823.681818	4108.916667	32253.818182	NA	9.770342	9.320763	9.788283	8.320915	10.381392	NA	0.449579	-0.017941	1.449427	-0.611050	NA	-0.467520	0.999848	-1.060629	NA	1.467369	-0.593108	NA	-2.060477	NA	NA	0.649847	0.449907	1.325956	0.867105	NA	-0.234314	1.106776	0.553855	NA	1.542073	0.467857	NA	-0.695282	NA	NA	
160101.000000	17506.750000	12561.750000	25484.062500	4035.750000	32246.500000	NA	9.770342	9.438412	10.145809	8.302947	10.381165	NA	0.331930	-0.375467	1.467394	-0.610823	NA	-0.707397	1.135464	-0.942753	NA	1.842861	-0.235356	NA	-2.078217	NA	NA	0.562995	0.181176	1.337152	0.867258	NA	-0.511942	1.230852	0.662488	NA	1.926382	0.803257	NA	-0.709800	NA	NA	
160396.000000	17506.750000	14570.642857	22951.722222	3356.416667	41640.666667	NA	9.770342	9.586764	10.041148	8.118629	10.636833	NA	0.183578	-0.270806	1.651713	-0.866491	NA	-0.454384	1.468135	-1.050069	NA	1.922519	-0.595684	NA	-2.518203	NA	NA	0.453477	0.259843	1.452006	0.695797	NA	-0.219110	1.535212	0.563587	NA	2.007911	0.465442	NA	-1.069886	NA	NA	
163085.000000	8762.250000	5546.166667	17117.500000	4269.200000	13822.346154	1866.000000	9.078208	8.620862	9.747857	8.359182	9.534042	7.531552	0.457346	-0.669649	0.719026	-0.455834	1.546656	-1.126994	0.261681	-0.913180	1.089310	1.388675	0.213815	2.216304	-1.174860	0.827629	2.002489	0.655581	-0.039943	0.870821	0.971199	1.086181	-0.997575	0.431426	0.689743	0.610634	1.461531	1.224364	1.389011	0.029510	0.373111	0.463659	
173462.000000	11984.833333	8882.437500	11909.636364	3139.000000	16819.791667	NA	9.391397	9.091831	9.385103	8.051660	9.730312	NA	0.299566	0.006294	1.339738	-0.338914	NA	-0.293272	1.040172	-0.638480	NA	1.333444	-0.345208	NA	-1.678652	NA	NA	0.539103	0.468123	1.257605	1.049610	NA	-0.032642	1.143668	0.942904	NA	1.405003	0.700268	NA	-0.382795	NA	NA	
182415.000000	4293.500000	8669.833333	10302.187500	5761.333333	26806.409091	1556.000000	8.364858	9.067605	9.240112	8.658924	10.196396	7.349874	-0.702747	-0.875254	-0.294067	-1.831539	1.014984	-0.172507	0.408681	-1.128791	1.717731	0.581187	-0.956285	1.890238	-1.537472	1.309051	2.846523	-0.200838	-0.194484	0.239533	0.048600	0.814488	0.107129	0.565916	0.491037	0.966946	0.635083	0.127372	1.176128	-0.267253	0.731092	0.861431	
182705.000000	5395.000000	9653.111111	9191.277778	5720.333333	69335.625000	1556.000000	8.593228	9.175036	9.126010	8.651782	11.146714	7.349874	-0.581808	-0.532782	-0.058554	-2.553486	1.243354	0.049025	0.523253	-1.971679	1.825162	0.474228	-2.020704	1.776137	-2.494932	1.301909	3.796840	-0.111556	0.062931	0.386288	-0.435565	0.931189	0.363525	0.670739	-0.285763	1.027859	0.525612	-0.870543	1.101633	-1.050841	0.725781	1.309292	
183050.000000	1686.250000	12550.500000	15775.800000	3860.916667	71461.062500	NA	7.430262	9.437516	9.666232	8.258660	11.176908	NA	-2.007253	-2.235970	-0.828398	-3.746646	NA	-0.228717	1.178856	-1.739392	NA	1.407572	-1.510676	NA	-2.918248	NA	NA	-1.163866	-1.217254	-0.093424	-1.235742	NA	0.042073	1.270551	-0.071689	NA	1.480873	-0.392381	NA	-1.397284	NA	NA	
183533.000000	NA	10127.722222	15961.500000	7313.416667	66013.277778	NA	NA	9.223032	9.677935	8.897466	11.097611	NA	NA	NA	NA	NA	NA	-0.454903	0.325566	-1.874579	NA	0.780469	-1.419676	NA	-2.200145	NA	NA	NA	NA	NA	NA	NA	-0.219711	0.489874	-0.196277	NA	0.839044	-0.307067	NA	-0.809587	NA	NA	
195136.000000	NA	25724.375000	23703.722222	14210.100000	72606.750000	NA	NA	10.155194	10.073387	9.561708	11.192813	NA	NA	NA	NA	NA	NA	0.081807	0.593486	-1.037619	NA	0.511679	-1.119426	NA	-1.631105	NA	NA	NA	NA	NA	NA	NA	0.401466	0.734995	0.575061	NA	0.563943	-0.025576	NA	-0.343882	NA	NA	
197087.000000	3480.000000	24838.000000	26510.250000	24007.100000	62196.650000	NA	8.154788	10.120130	10.185287	10.086105	11.038056	NA	-1.965342	-2.030499	-1.931317	-2.883269	NA	-0.065157	0.034025	-0.917926	NA	0.099182	-0.852770	NA	-0.951952	NA	NA	-1.132926	-1.062813	-0.780687	-0.656729	NA	0.231373	0.223143	0.685369	NA	0.141760	0.224419	NA	0.211939	NA	NA	
203193.000000	3545.000000	22384.055556	21835.100000	24207.000000	48880.318182	3658.000000	8.173293	10.016104	9.991274	10.094397	10.797130	8.204672	-1.842811	-1.817981	-1.921104	-2.623837	-0.031378	0.024830	-0.078293	-0.781026	1.811432	-0.103123	-0.805856	1.786602	-0.702733	1.889725	2.592458	-1.042470	-0.903076	-0.774322	-0.482744	0.279780	0.335522	0.120383	0.811535	1.020075	-0.065295	0.268402	1.108466	0.415901	1.162876	0.741697	
204762.000000	NA	26081.785714	26296.833333	17192.000000	80226.642857	NA	NA	10.168992	10.177204	9.752199	11.292611	NA	NA	NA	NA	NA	NA	-0.008211	0.416793	-1.123618	NA	0.425004	-1.115407	NA	-1.540412	NA	NA	NA	NA	NA	NA	NA	0.297281	0.573338	0.495804	NA	0.475233	-0.021809	NA	-0.269658	NA	NA	
218200.000000	1688.166667	27483.250000	21506.150000	20747.428571	43639.464286	2647.000000	7.431398	10.221332	9.976094	9.940178	10.683717	7.881182	-2.789934	-2.544696	-2.508779	-3.252319	-0.449784	0.245238	0.281154	-0.462385	2.340150	0.035917	-0.707623	2.094912	-0.743540	2.058995	2.802535	-1.741667	-1.449305	-1.140520	-0.904228	0.065968	0.590617	0.449242	1.105192	1.319855	0.077009	0.360497	1.309756	0.382504	1.288744	0.840701	
221242.000000	3035.000000	24466.500000	15354.625000	14990.722222	40668.300000	15627.000000	8.017967	10.105060	9.639172	9.615187	10.613204	9.656755	-2.087093	-1.621205	-1.597220	-2.595237	-1.638789	0.465888	0.489873	-0.508144	0.448305	0.023985	-0.974032	-0.017583	-0.998017	-0.041569	0.956449	-1.222807	-0.755172	-0.572501	-0.463565	-0.541634	0.845993	0.640200	1.063021	0.247187	0.064798	0.110733	-0.069458	0.174239	-0.273216	-0.029314	
225651.000000	1828.333333	34876.000000	24405.000000	19115.714286	43347.071429	15627.000000	7.511160	10.459554	10.102543	9.858266	10.676994	9.656755	-2.948394	-2.591383	-2.347106	-3.165834	-2.145595	0.357011	0.601288	-0.217440	0.802799	0.244277	-0.574451	0.445788	-0.818728	0.201511	1.020239	-1.858647	-1.484397	-1.039777	-0.846228	-0.800620	0.719981	0.742133	1.330932	0.448184	0.290262	0.485349	0.233070	0.320970	-0.092465	0.000749	
227307.000000	3334.333333	35227.714286	23374.812500	24424.500000	39795.642857	15627.000000	8.112028	10.469588	10.059414	10.103342	10.591513	9.656755	-2.357560	-1.947386	-1.991314	-2.479485	-1.544727	0.410174	0.366246	-0.121924	0.812833	-0.043928	-0.532098	0.402659	-0.488171	0.446587	0.934757	-1.422475	-1.000342	-0.818072	-0.385937	-0.493567	0.781511	0.527093	1.418959	0.453873	-0.004710	0.525055	0.204911	0.591499	0.089771	-0.039537	
230727.000000	3126.500000	35209.571429	28328.500000	21275.571429	42854.038462	15627.000000	8.047669	10.469073	10.251624	9.965315	10.665555	9.656755	-2.421404	-2.203954	-1.917645	-2.617886	-1.609086	0.217450	0.503758	-0.196482	0.812318	0.286309	-0.413932	0.594868	-0.700240	0.308559	1.008800	-1.469606	-1.193189	-0.772167	-0.478754	-0.526455	0.558456	0.652903	1.350247	0.453581	0.333281	0.635839	0.330402	0.417941	-0.012864	-0.004642	
233024.000000	2836.500000	35071.000000	17002.500000	21262.428571	37868.633333	15627.000000	7.950326	10.465130	9.741116	9.964697	10.541878	9.656755	-2.514804	-1.790789	-2.014371	-2.591552	-1.706429	0.724014	0.500433	-0.076749	0.808374	-0.223581	-0.800763	0.084360	-0.577182	0.307941	0.885123	-1.538557	-0.882638	-0.832440	-0.461093	-0.576199	1.144743	0.649861	1.460593	0.451345	-0.188582	0.273177	-0.002901	0.518652	-0.013324	-0.062928	
234450.000000	3753.000000	35071.000000	15602.300000	13727.000000	40409.964286	15627.000000	8.230311	10.465130	9.655174	9.527120	10.606832	9.656755	-2.234819	-1.424863	-1.296809	-2.376521	-1.426445	0.809956	0.938010	-0.141702	0.808374	0.128054	-0.951658	-0.001582	-1.079712	-0.129635	0.950076	-1.331863	-0.607593	-0.385306	-0.316885	-0.433122	1.244211	1.050200	1.400732	0.451345	0.171310	0.131709	-0.059011	0.107380	-0.338702	-0.032317	
235121.000000	267.000000	29231.785714	19790.714286	12013.750000	65976.687500	15627.000000	5.587249	10.283012	9.892968	9.393807	11.097057	9.656755	-4.695763	-4.305719	-3.806558	-5.509808	-4.069507	0.390044	0.889205	-0.814045	0.626256	0.499161	-1.204089	0.236213	-1.703250	-0.262948	1.440301	-3.148612	-2.772962	-1.949206	-2.418185	-1.783771	0.758213	1.005549	0.781105	0.348085	0.551131	-0.104949	0.096241	-0.402926	-0.437832	0.198714	
236787.000000	3773.666667	22510.214286	20965.555556	12685.083333	35616.035714	6693.000000	8.235802	10.021724	9.950636	9.448182	10.480551	8.808817	-1.785922	-1.714834	-1.212380	-2.244749	-0.573015	0.071088	0.573542	-0.458827	1.212907	0.502454	-0.529915	1.141819	-1.032369	0.639365	1.671734	-1.000472	-0.825547	-0.332695	-0.228514	0.002995	0.389061	0.716748	1.108472	0.680713	0.554501	0.527102	0.687497	0.146125	0.233119	0.307782	
241235.000000	3168.333333	19735.666667	22305.142857	9848.928571	57391.666667	6693.000000	8.060961	9.890183	10.012573	9.195118	10.957654	8.808817	-1.829222	-1.951612	-1.134157	-2.896693	-0.747857	-0.122390	0.695065	-1.067472	1.081365	0.817455	-0.945082	1.203755	-1.762536	0.386300	2.148837	-1.032438	-1.003518	-0.283952	-0.665732	-0.086352	0.165133	0.827930	0.547549	0.606130	0.876898	0.137875	0.727934	-0.451446	0.044943	0.532629	
246782.000000	1555.666667	19935.222222	21578.687500	20475.200000	63195.687500	20122.000000	7.349659	9.900243	9.979461	9.926970	11.053991	9.909569	-2.550584	-2.629802	-2.577310	-3.704332	-2.559910	-0.079218	-0.026726	-1.153748	-0.009326	0.052492	-1.074530	0.069892	-1.127022	0.017401	1.144422	-1.564971	-1.513274	-1.183224	-1.207365	-1.012342	0.215099	0.167562	0.468037	-0.012287	0.093974	0.016515	-0.012346	0.068661	-0.229367	0.059273	
250316.000000	773.500000	14049.500000	21411.625000	21484.800000	52928.750000	20122.000000	6.650926	9.550342	9.971689	9.975101	10.876702	9.909569	-2.899416	-3.320764	-3.324175	-4.225776	-3.258643	-0.421347	-0.424759	-1.326360	-0.359227	-0.003412	-0.905013	0.062120	-0.901601	0.065532	0.967133	-1.822490	-2.032629	-1.648618	-1.557065	-1.369406	-0.180874	-0.196599	0.308959	-0.210680	0.036757	0.175440	-0.017421	0.253146	-0.193577	-0.024279	
268323.000000	9768.000000	2932.750000	21849.722222	15881.666667	52684.200000	NA	9.186867	7.983696	9.991943	9.672921	10.872071	NA	1.203171	-0.805076	-0.486054	-1.685204	NA	-2.008248	-1.689225	-2.888375	NA	0.319023	-0.880127	NA	-1.199150	NA	NA	1.206174	-0.141736	0.119900	0.146738	NA	-2.017519	-1.353461	-1.130584	NA	0.366763	0.198771	NA	0.009631	NA	NA	
271849.000000	7432.375000	3691.687500	22163.000000	15265.800000	183078.000000	NA	8.913601	8.213839	10.006180	9.633370	12.117668	NA	0.699762	-1.092579	-0.719770	-3.204067	NA	-1.792341	-1.419531	-3.903829	NA	0.372809	-2.111488	NA	-2.484297	NA	NA	0.834540	-0.357834	-0.025735	-0.871868	NA	-1.767633	-1.106718	-2.066420	NA	0.421812	-0.955655	NA	-1.042138	NA	NA	
275724.000000	1098.000000	2588.125000	19697.928571	12129.625000	204678.687500	NA	7.001246	7.858689	9.888269	9.403406	12.229197	NA	-0.857443	-2.887023	-2.402160	-5.227951	NA	-2.029580	-1.544717	-4.370508	NA	0.484863	-2.340928	NA	-2.825791	NA	NA	-0.315039	-1.706612	-1.074083	-2.229161	NA	-2.042208	-1.221251	-2.496509	NA	0.536497	-1.170760	NA	-1.321617	NA	NA	
279528.000000	1064.375000	3737.777778	11301.625000	12026.500000	43895.681818	3647.000000	6.970143	8.226247	9.332702	9.394868	10.689571	8.201660	-1.256103	-2.362559	-2.424725	-3.719428	-1.231517	-1.106455	-1.168621	-2.463325	0.024586	-0.062166	-1.356869	1.131042	-1.294703	1.193208	2.487911	-0.609343	-1.312403	-1.088144	-1.217489	-0.333511	-0.973804	-0.877160	-0.738861	0.006941	-0.023376	-0.248185	0.680461	-0.068570	0.644952	0.692426	
280257.000000	385.333333	5127.666667	18740.857143	11007.166667	164098.150000	3647.000000	5.954109	8.542406	9.838461	9.306302	12.008220	8.201660	-2.588297	-3.884353	-3.352193	-6.054111	-2.247551	-1.296055	-0.763896	-3.465814	0.340746	0.532159	-2.169759	1.636801	-2.701918	1.104642	3.806560	-1.592812	-2.456245	-1.666077	-2.783215	-0.852721	-1.193243	-0.506876	-1.662749	0.186202	0.584904	-1.010285	1.010663	-1.220239	0.579095	1.313873	
281979.000000	3843.000000	3576.388889	15606.111111	10084.416667	163524.400000	191.000000	8.254009	8.182109	9.655418	9.218747	12.004717	5.252273	0.071900	-1.401409	-0.964738	-3.750709	3.001735	-1.473309	-1.036638	-3.822609	2.929835	0.436671	-2.349300	4.403144	-2.785971	3.966473	6.752444	0.371032	-0.589964	-0.178382	-1.238467	1.829751	-1.398392	-0.756408	-1.991568	1.654204	0.487174	-1.178608	2.816763	-1.289028	2.707127	2.702194	
285840.000000	3778.500000	4469.071429	21513.400000	12648.000000	221996.071429	NA	8.237082	8.404936	9.976431	9.445254	12.310415	NA	-0.167854	-1.739349	-1.208172	-4.073333	NA	-1.571495	-1.040318	-3.905479	NA	0.531177	-2.333984	NA	-2.865161	NA	NA	0.194038	-0.843973	-0.330073	-1.454831	NA	-1.512031	-0.759775	-2.067941	NA	0.583899	-1.164249	NA	-1.353837	NA	NA	
285882.000000	3778.500000	4228.750000	16065.142857	11817.000000	176864.500000	NA	8.237082	8.349662	9.684407	9.377294	12.083139	NA	-0.112579	-1.447325	-1.140212	-3.846057	NA	-1.334745	-1.027633	-3.733477	NA	0.307113	-2.398732	NA	-2.705845	NA	NA	0.234844	-0.624476	-0.287725	-1.302411	NA	-1.238022	-0.748169	-1.909425	NA	0.354573	-1.224952	NA	-1.223453	NA	NA	
285900.000000	2003.125000	3896.666667	7012.800000	8538.571429	200378.062500	253.000000	7.602464	8.267877	8.855492	9.052349	12.207961	5.533389	-0.665413	-1.253029	-1.449885	-4.605497	2.069074	-0.587616	-0.784472	-3.940084	2.734487	-0.196857	-3.352469	3.322103	-3.155612	3.518960	6.674572	-0.173276	-0.478435	-0.480692	-1.811720	1.353146	-0.373309	-0.525701	-2.099833	1.543443	-0.161230	-2.119100	2.110969	-1.591544	2.374360	2.665495	
