Position	Rsbk[0]	Rsbk[1]	Rsbk[2]	Rsbk[3]	Rsbk[4]	Rsbk[5]	Rsbk[6]	Rsbk[7]	Rsbk[8]	Rsbk[9]	
31060.000000	0.001900	0.237564	0.002319	0.131408	0.219837	0.068165	0.000000	0.000000	0.001900	0.008757	
31100.000000	0.001900	0.237564	0.002319	0.131408	0.219837	0.068165	0.000000	0.000000	0.001900	0.008757	
31516.000000	0.001520	0.190051	0.001855	0.105126	0.175870	0.054532	0.011731	0.011731	0.001520	0.007006	
31566.000000	0.001520	0.190051	0.001855	0.105126	0.175870	0.054532	0.011731	0.011731	0.001520	0.007006	
31567.000000	0.001520	0.190051	0.001855	0.105126	0.175870	0.054532	0.011731	0.011731	0.001520	0.007006	
31569.000000	0.001520	0.190051	0.001855	0.105126	0.175870	0.054532	0.011731	0.011731	0.001520	0.007006	
31585.000000	0.000000	0.250752	0.000000	0.138703	0.232041	0.071949	0.015478	0.015478	0.000000	0.009244	
35348.000000	0.027507	0.178696	0.010061	0.098845	0.165362	0.051274	0.011030	0.011030	0.027507	0.000000	
35349.000000	0.037038	0.240615	0.013547	0.133095	0.222660	0.069041	0.000000	0.000000	0.037038	0.003196	
37087.000000	0.032923	0.213880	0.012042	0.118306	0.197920	0.061369	0.023932	0.023932	0.032923	0.000000	
37092.000000	0.032923	0.213880	0.012042	0.118306	0.197920	0.061369	0.023932	0.023932	0.032923	0.000000	
37096.000000	0.032923	0.213880	0.012042	0.118306	0.197920	0.061369	0.023932	0.023932	0.032923	0.000000	
37137.000000	0.022151	0.143904	0.008102	0.079600	0.133165	0.041291	0.016102	0.016102	0.022151	0.000078	
37167.000000	0.028649	0.175142	0.000000	0.102947	0.172225	0.000000	0.020825	0.020825	0.028649	0.000000	
49918.000000	0.000000	0.293423	0.030755	0.172472	0.288535	0.051531	0.000000	0.000000	0.000000	0.000000	
49921.000000	0.012198	0.163013	0.017086	0.095818	0.160297	0.028628	0.000210	0.000000	0.012198	0.000210	
50077.000000	0.014563	0.194616	0.000000	0.114394	0.191374	0.034178	0.000000	0.013206	0.014563	0.000000	
50089.000000	0.011058	0.147780	0.006750	0.086864	0.145318	0.025953	0.010437	0.010028	0.011058	0.006750	
51708.000000	0.010652	0.142345	0.006502	0.083669	0.139974	0.024999	0.010053	0.009659	0.010652	0.006502	
51765.000000	0.010652	0.142345	0.006502	0.083669	0.139974	0.024999	0.010053	0.009659	0.010652	0.006502	
51769.000000	0.010652	0.142345	0.006502	0.083669	0.139974	0.024999	0.010053	0.009659	0.010652	0.006502	
51773.000000	0.011620	0.155284	0.007093	0.091275	0.152698	0.027271	0.010967	0.010537	0.011620	0.007093	
51776.000000	0.010652	0.142345	0.006502	0.083669	0.139974	0.024999	0.010053	0.009659	0.010652	0.006502	
54017.000000	0.011699	0.156338	0.000000	0.091895	0.153734	0.027456	0.011042	0.010609	0.011699	0.000000	
54341.000000	0.012742	0.170283	0.000502	0.100091	0.167447	0.029905	0.012026	0.000000	0.012742	0.000502	
54380.000000	0.015023	0.200766	0.000000	0.118009	0.197422	0.000000	0.014179	0.000549	0.015023	0.000000	
54487.000000	0.012669	0.169296	0.008229	0.099511	0.166476	0.091706	0.000000	0.000463	0.012669	0.000262	
54571.000000	0.000000	0.304732	0.014811	0.179120	0.299656	0.165070	0.000000	0.000000	0.000000	0.000000	
54937.000000	0.077875	0.152366	0.007406	0.089560	0.149828	0.082535	0.000669	0.000887	0.081742	0.006613	
54952.000000	0.077875	0.152366	0.007406	0.089560	0.149828	0.082535	0.000669	0.000887	0.081742	0.006613	
55097.000000	0.086528	0.169296	0.008229	0.099511	0.166476	0.091706	0.000000	0.000985	0.090825	0.007348	
55128.000000	0.097344	0.190458	0.009257	0.111950	0.187285	0.103169	0.000000	0.000000	0.102178	0.008266	
56327.000000	0.086528	0.169296	0.008229	0.099511	0.166476	0.091706	0.000000	0.007965	0.090825	0.007348	
57019.000000	0.086528	0.169296	0.008229	0.099511	0.166476	0.091706	0.000000	0.007965	0.090825	0.007348	
57836.000000	0.089786	0.175670	0.000000	0.103258	0.172744	0.095159	0.003416	0.008265	0.094245	0.000000	
57847.000000	0.078296	0.153191	0.000951	0.090045	0.150639	0.082982	0.002979	0.007207	0.082185	0.000951	
58601.000000	0.079905	0.156338	0.000000	0.091895	0.153734	0.084687	0.003041	0.007355	0.083873	0.000000	
58650.000000	0.106540	0.208451	0.000000	0.122526	0.204979	0.112916	0.000000	0.000000	0.111831	0.000000	
58703.000000	0.079905	0.156338	0.000000	0.091895	0.153734	0.084687	0.000069	0.000069	0.083873	0.000000	
58704.000000	0.098772	0.193252	0.000038	0.113592	0.190033	0.104682	0.000000	0.000000	0.103677	0.000038	
58713.000000	0.087797	0.171780	0.000033	0.100971	0.168918	0.093051	0.001102	0.000000	0.092157	0.000033	
58718.000000	0.079905	0.156338	0.000000	0.091895	0.153734	0.084687	0.001003	0.000985	0.083873	0.000000	
59102.000000	0.074685	0.146124	0.000459	0.085891	0.143690	0.079154	0.000937	0.000920	0.078394	0.000459	
59105.000000	0.114145	0.223331	0.000000	0.131272	0.219611	0.120976	0.000000	0.000000	0.119814	0.000000	
59324.000000	0.073560	0.143923	0.063138	0.084597	0.141526	0.077961	0.017910	0.000286	0.077213	0.063702	
59350.000000	0.081733	0.159914	0.070153	0.093997	0.157251	0.086624	0.019900	0.000000	0.085792	0.070780	
66868.000000	0.073560	0.143923	0.063138	0.084597	0.141526	0.077961	0.017910	0.053043	0.077213	0.063702	
66892.000000	0.081733	0.159914	0.070153	0.093997	0.157251	0.086624	0.000000	0.058937	0.085792	0.070780	
66930.000000	0.073560	0.143923	0.063138	0.084597	0.141526	0.077961	0.000054	0.053043	0.077213	0.063702	
66938.000000	0.081733	0.159914	0.070153	0.093997	0.157251	0.086624	0.000000	0.058937	0.085792	0.070780	
67135.000000	0.081733	0.159914	0.070153	0.093997	0.157251	0.086624	0.000000	0.058937	0.085792	0.070780	
67156.000000	0.067682	0.132423	0.058093	0.000000	0.130217	0.071732	0.003174	0.048805	0.071043	0.058612	
67167.000000	0.060914	0.119181	0.052284	0.039933	0.117195	0.064559	0.002857	0.043924	0.063939	0.052751	
70077.000000	0.083317	0.163014	0.071513	0.054620	0.160298	0.088303	0.000000	0.060079	0.087454	0.072152	
70093.000000	0.083317	0.163014	0.071513	0.054620	0.160298	0.088303	0.000000	0.060079	0.087454	0.072152	
70219.000000	0.075218	0.147167	0.064561	0.049310	0.144716	0.079719	0.002816	0.054239	0.078953	0.065138	
70257.000000	0.075218	0.147167	0.064561	0.049310	0.144716	0.079719	0.002816	0.054239	0.078953	0.065138	
71324.000000	0.079334	0.155220	0.068094	0.052008	0.152635	0.084081	0.002970	0.057207	0.083273	0.068702	
71345.000000	0.088149	0.172467	0.075660	0.057787	0.169594	0.093423	0.000000	0.063563	0.092526	0.076336	
71431.000000	0.088149	0.172467	0.075660	0.057787	0.169594	0.093423	0.000000	0.063563	0.092526	0.076336	
73636.000000	0.088149	0.172467	0.075660	0.057787	0.169594	0.093423	0.000000	0.063563	0.092526	0.076336	
75311.000000	0.088149	0.172467	0.075660	0.057787	0.169594	0.093423	0.000000	0.063563	0.092526	0.076336	
75324.000000	0.088149	0.172467	0.075660	0.057787	0.169594	0.093423	0.000000	0.063563	0.092526	0.076336	
76450.000000	0.079334	0.155220	0.068094	0.052008	0.152635	0.084081	0.025008	0.057207	0.083273	0.068702	
76471.000000	0.079265	0.155086	0.068035	0.051964	0.152503	0.084009	0.024987	0.057158	0.083202	0.068643	
76474.000000	0.079265	0.155086	0.068035	0.051964	0.152503	0.084009	0.024987	0.057158	0.083202	0.068643	
85623.000000	0.085456	0.167199	0.073349	0.056022	0.164415	0.090570	0.026938	0.061622	0.089700	0.074005	
86000.000000	0.106820	0.208999	0.091686	0.070028	0.205518	0.113213	0.000000	0.000000	0.112125	0.092506	
86475.000000	0.000000	0.187351	0.000000	0.062774	0.184230	0.101486	0.000735	0.000756	0.100511	0.082924	
86483.000000	0.000000	0.574892	0.000000	0.192624	0.565316	0.311412	0.000000	0.002319	0.308421	0.000000	
86489.000000	0.000000	0.689870	0.000000	0.231149	0.678379	0.373695	0.000000	0.000000	0.370106	0.000000	
86688.000000	0.000000	0.188562	0.000000	0.063180	0.185421	0.102142	0.003643	0.003643	0.101161	0.003712	
86779.000000	0.007428	0.428616	0.007428	0.143613	0.421477	0.232177	0.008280	0.008280	0.229947	0.008437	
87329.000000	0.006341	0.365885	0.006341	0.122594	0.000000	0.198196	0.007068	0.007068	0.196292	0.007202	
87756.000000	0.010845	0.625815	0.010845	0.209687	0.002626	0.338997	0.012090	0.012090	0.335741	0.012318	
87801.000000	0.014786	0.853207	0.014786	0.285878	0.003580	0.462173	0.000000	0.000000	0.457734	0.016794	
