Position	Rsbk[0]	Rsbk[1]	Rsbk[2]	Rsbk[3]	Rsbk[4]	Rsbk[5]	Rsbk[6]	Rsbk[7]	Rsbk[8]	Rsbk[9]	
54380.000000	0.010780	0.144054	0.000000	0.084674	0.141655	0.000000	0.010174	0.000394	0.010780	0.000000	
54487.000000	0.008384	0.112042	0.005446	0.065858	0.110176	0.060692	0.000000	0.000306	0.008384	0.000174	
54571.000000	0.000000	0.201676	0.009802	0.118544	0.198317	0.109246	0.000000	0.000000	0.000000	0.000000	
54937.000000	0.051539	0.100838	0.004901	0.059272	0.099159	0.054623	0.000443	0.000587	0.054098	0.004377	
54952.000000	0.051539	0.100838	0.004901	0.059272	0.099159	0.054623	0.000443	0.000587	0.054098	0.004377	
55097.000000	0.057265	0.112042	0.005446	0.065858	0.110176	0.060692	0.000000	0.000652	0.060109	0.004863	
55128.000000	0.064423	0.126048	0.006127	0.074090	0.123948	0.068279	0.000000	0.000000	0.067623	0.005471	
56327.000000	0.057265	0.112042	0.005446	0.065858	0.110176	0.060692	0.000000	0.005271	0.060109	0.004863	
57019.000000	0.057265	0.112042	0.005446	0.065858	0.110176	0.060692	0.000000	0.005271	0.060109	0.004863	
57836.000000	0.064423	0.126048	0.000000	0.074090	0.123948	0.068279	0.002451	0.005930	0.067623	0.000000	
57847.000000	0.051539	0.100838	0.000626	0.059272	0.099159	0.054623	0.001961	0.004744	0.054098	0.000626	
58601.000000	0.064423	0.126048	0.000000	0.074090	0.123948	0.068279	0.002451	0.005930	0.067623	0.000000	
58650.000000	0.085898	0.168064	0.000000	0.098787	0.165264	0.091038	0.000000	0.000000	0.090164	0.000000	
58703.000000	0.064423	0.126048	0.000000	0.074090	0.123948	0.068279	0.000055	0.000055	0.067623	0.000000	
58704.000000	0.064423	0.126048	0.000025	0.074090	0.123948	0.068279	0.000000	0.000000	0.067623	0.000025	
58713.000000	0.057265	0.112042	0.000022	0.065858	0.110176	0.060692	0.000718	0.000000	0.060109	0.000022	
58718.000000	0.064423	0.126048	0.000000	0.074090	0.123948	0.068279	0.000808	0.000794	0.067623	0.000000	
59102.000000	0.051539	0.100838	0.000317	0.059272	0.099159	0.054623	0.000647	0.000635	0.054098	0.000317	
59105.000000	0.085898	0.168064	0.000000	0.098787	0.165264	0.091038	0.000000	0.000000	0.090164	0.000000	
59324.000000	0.051539	0.100838	0.044237	0.059272	0.099159	0.054623	0.012548	0.000201	0.054098	0.044632	
59350.000000	0.057265	0.112042	0.049152	0.065858	0.110176	0.060692	0.013943	0.000000	0.060109	0.049591	
66868.000000	0.051539	0.100838	0.044237	0.059272	0.099159	0.054623	0.012548	0.037164	0.054098	0.044632	
66892.000000	0.057265	0.112042	0.049152	0.065858	0.110176	0.060692	0.000000	0.041294	0.060109	0.049591	
66930.000000	0.051539	0.100838	0.044237	0.059272	0.099159	0.054623	0.000038	0.037164	0.054098	0.044632	
66938.000000	0.057265	0.112042	0.049152	0.065858	0.110176	0.060692	0.000000	0.041294	0.060109	0.049591	
67135.000000	0.057265	0.112042	0.049152	0.065858	0.110176	0.060692	0.000000	0.041294	0.060109	0.049591	
67156.000000	0.057265	0.112042	0.049152	0.000000	0.110176	0.060692	0.002686	0.041294	0.060109	0.049591	
67167.000000	0.051539	0.100838	0.044237	0.033787	0.099159	0.054623	0.002417	0.037164	0.054098	0.044632	
70077.000000	0.057265	0.112042	0.049152	0.037541	0.110176	0.060692	0.000000	0.041294	0.060109	0.049591	
70093.000000	0.057265	0.112042	0.049152	0.037541	0.110176	0.060692	0.000000	0.041294	0.060109	0.049591	
70219.000000	0.051539	0.100838	0.044237	0.033787	0.099159	0.054623	0.001929	0.037164	0.054098	0.044632	
70257.000000	0.051539	0.100838	0.044237	0.033787	0.099159	0.054623	0.001929	0.037164	0.054098	0.044632	
71324.000000	0.051539	0.100838	0.044237	0.033787	0.099159	0.054623	0.001929	0.037164	0.054098	0.044632	
71345.000000	0.057265	0.112042	0.049152	0.037541	0.110176	0.060692	0.000000	0.041294	0.060109	0.049591	
71431.000000	0.057265	0.112042	0.049152	0.037541	0.110176	0.060692	0.000000	0.041294	0.060109	0.049591	
73636.000000	0.057265	0.112042	0.049152	0.037541	0.110176	0.060692	0.000000	0.041294	0.060109	0.049591	
75311.000000	0.057265	0.112042	0.049152	0.037541	0.110176	0.060692	0.000000	0.041294	0.060109	0.049591	
75324.000000	0.057265	0.112042	0.049152	0.037541	0.110176	0.060692	0.000000	0.041294	0.060109	0.049591	
76450.000000	0.051539	0.100838	0.044237	0.033787	0.099159	0.054623	0.016247	0.037164	0.054098	0.044632	
76471.000000	0.051539	0.100838	0.044237	0.033787	0.099159	0.054623	0.016247	0.037164	0.054098	0.044632	
76474.000000	0.051539	0.100838	0.044237	0.033787	0.099159	0.054623	0.016247	0.037164	0.054098	0.044632	
85623.000000	0.051539	0.100838	0.044237	0.033787	0.099159	0.054623	0.016247	0.037164	0.054098	0.044632	
86000.000000	0.064423	0.126048	0.055296	0.042234	0.123948	0.068279	0.000000	0.000000	0.067623	0.055790	
86475.000000	0.000000	0.126048	0.000000	0.042234	0.123948	0.068279	0.000494	0.000508	0.067623	0.055790	
86483.000000	0.000000	0.168064	0.000000	0.056312	0.165264	0.091038	0.000000	0.000678	0.090164	0.000000	
86489.000000	0.000000	0.201676	0.000000	0.067574	0.198317	0.109246	0.000000	0.000000	0.108197	0.000000	
86688.000000	0.000000	0.126048	0.000000	0.042234	0.123948	0.068279	0.002435	0.002435	0.067623	0.002481	
86779.000000	0.001748	0.100838	0.001748	0.033787	0.099159	0.054623	0.001948	0.001948	0.054098	0.001985	
87329.000000	0.001942	0.112042	0.001942	0.037541	0.000000	0.060692	0.002164	0.002164	0.060109	0.002205	
87756.000000	0.001748	0.100838	0.001748	0.033787	0.000423	0.054623	0.001948	0.001948	0.054098	0.001985	
87801.000000	0.002184	0.126048	0.002184	0.042234	0.000529	0.068279	0.000000	0.000000	0.067623	0.002481	
