Position	iESk_ind1	iESk_ind2	iESk_ind3	iESk_ind4	iESk_ind5	
111810.000000	151.000000	1072.300000	151.000000	2855.600000	2781.800000	
111929.000000	151.000000	1072.300000	151.000000	2855.600000	2781.800000	
111982.000000	151.000000	1072.300000	151.000000	2855.600000	2781.800000	
111988.000000	0.000000	1787.166667	0.000000	4759.333333	4636.333333	
112150.000000	459.000000	1072.300000	167.300000	2855.600000	2781.800000	
112220.000000	459.000000	1072.300000	167.300000	2855.600000	2781.800000	
112410.000000	459.000000	1072.300000	167.300000	2855.600000	2781.800000	
113401.000000	573.750000	1340.375000	0.000000	3569.500000	3477.250000	
113613.000000	765.000000	0.000000	285.666667	4716.666667	0.000000	
113676.000000	459.000000	2289.400000	171.400000	2830.000000	635.800000	
113690.000000	459.000000	2289.400000	171.400000	2830.000000	635.800000	
113702.000000	459.000000	2289.400000	171.400000	2830.000000	635.800000	
114197.000000	459.000000	2289.400000	171.400000	2830.000000	635.800000	
114531.000000	0.000000	3815.666667	0.000000	4716.666667	1059.666667	
114712.000000	75.100000	2289.400000	75.100000	2830.000000	635.800000	
114790.000000	75.100000	2289.400000	75.100000	2830.000000	635.800000	
115204.000000	0.000000	3815.666667	0.000000	4716.666667	1059.666667	
115387.000000	0.000000	3815.666667	0.000000	4716.666667	1059.666667	
115557.000000	536.400000	2289.400000	422.300000	2830.000000	635.800000	
115662.000000	536.400000	2289.400000	422.300000	2830.000000	635.800000	
115674.000000	536.400000	2289.400000	422.300000	2830.000000	635.800000	
115905.000000	536.400000	2289.400000	422.300000	2830.000000	635.800000	
115963.000000	536.400000	2289.400000	422.300000	2830.000000	635.800000	
116291.000000	536.400000	2289.400000	422.300000	2830.000000	635.800000	
116366.000000	536.400000	2289.400000	422.300000	2830.000000	635.800000	
116626.000000	536.400000	2289.400000	422.300000	2830.000000	635.800000	
116653.000000	536.400000	2289.400000	422.300000	2830.000000	635.800000	
116659.000000	536.400000	2289.400000	422.300000	2830.000000	635.800000	
116988.000000	670.500000	2861.750000	527.875000	3537.500000	0.000000	
117236.000000	536.400000	2289.400000	422.300000	2830.000000	251.700000	
117931.000000	670.500000	2861.750000	0.000000	3537.500000	314.625000	
117969.000000	536.400000	2289.400000	40.800000	2830.000000	251.700000	
118339.000000	0.000000	3815.666667	0.000000	4716.666667	419.500000	
118357.000000	0.000000	3815.666667	0.000000	4716.666667	419.500000	
118384.000000	209.875000	2861.750000	1132.125000	3537.500000	0.000000	
118624.000000	167.900000	2289.400000	905.700000	2830.000000	417.100000	
119796.000000	0.000000	2861.750000	1132.125000	3537.500000	521.375000	
120164.000000	583.800000	2289.400000	905.700000	2830.000000	417.100000	
121015.000000	729.750000	2861.750000	1132.125000	3537.500000	0.000000	
121280.000000	583.800000	2289.400000	905.700000	2830.000000	227.400000	
121283.000000	583.800000	2289.400000	905.700000	2830.000000	227.400000	
121289.000000	583.800000	2289.400000	905.700000	2830.000000	227.400000	
121938.000000	583.800000	2289.400000	905.700000	2830.000000	227.400000	
122631.000000	729.750000	2861.750000	1132.125000	3537.500000	0.000000	
122718.000000	583.800000	2289.400000	905.700000	2830.000000	483.400000	
122757.000000	583.800000	2289.400000	905.700000	2830.000000	483.400000	
123041.000000	0.000000	3815.666667	0.000000	4716.666667	805.666667	
123145.000000	78.000000	2289.400000	78.000000	2830.000000	483.400000	
123348.000000	78.000000	2289.400000	78.000000	2830.000000	483.400000	
123421.000000	78.000000	2289.400000	78.000000	2830.000000	483.400000	
123545.000000	0.000000	3815.666667	0.000000	4716.666667	805.666667	
123732.000000	19.800000	2289.400000	19.800000	2830.000000	483.400000	
123743.000000	0.000000	3815.666667	0.000000	4716.666667	805.666667	
123860.000000	0.000000	3815.666667	0.000000	4716.666667	805.666667	
123916.000000	11.400000	2289.400000	11.400000	2830.000000	483.400000	
123974.000000	0.000000	3815.666667	0.000000	4716.666667	805.666667	
123980.000000	0.000000	3815.666667	0.000000	4716.666667	805.666667	
124012.000000	0.000000	3815.666667	0.000000	4716.666667	805.666667	
124019.000000	1.100000	2289.400000	1.100000	2830.000000	483.400000	
124023.000000	0.000000	3815.666667	0.000000	4716.666667	805.666667	
124062.000000	0.000000	3815.666667	0.000000	4716.666667	805.666667	
124113.000000	0.000000	3815.666667	0.000000	4716.666667	805.666667	
124135.000000	0.000000	3815.666667	0.000000	4716.666667	805.666667	
124171.000000	0.000000	3815.666667	0.000000	4716.666667	805.666667	
124191.000000	0.000000	3815.666667	0.000000	4716.666667	805.666667	
124205.000000	0.000000	3815.666667	0.000000	4716.666667	805.666667	
124245.000000	23.500000	2289.400000	23.500000	2830.000000	483.400000	
124306.000000	23.500000	2289.400000	23.500000	2830.000000	483.400000	
124327.000000	23.500000	2289.400000	23.500000	2830.000000	483.400000	
124358.000000	0.000000	3815.666667	0.000000	4716.666667	805.666667	
124385.000000	82.500000	2289.400000	82.500000	2830.000000	483.400000	
124735.000000	82.500000	2289.400000	82.500000	2830.000000	483.400000	
124833.000000	0.000000	3815.666667	0.000000	4716.666667	805.666667	
125350.000000	86.166667	0.000000	86.166667	4716.666667	0.000000	
125426.000000	0.000000	1678.000000	0.000000	0.000000	0.000000	
125435.000000	0.000000	566.833333	0.000000	3509.166667	1149.166667	
125545.000000	22.000000	340.100000	22.000000	2105.500000	689.500000	
125554.000000	22.000000	340.100000	22.000000	2105.500000	689.500000	
125646.000000	0.000000	566.833333	0.000000	3509.166667	1149.166667	
125829.000000	0.000000	425.125000	63.750000	2631.875000	861.875000	
126156.000000	0.000000	566.833333	0.000000	3509.166667	1149.166667	
126163.000000	2.600000	340.100000	2.600000	2105.500000	689.500000	
126182.000000	0.000000	566.833333	0.000000	3509.166667	1149.166667	
126410.000000	50.900000	340.100000	50.900000	2105.500000	689.500000	
126428.000000	50.900000	340.100000	50.900000	2105.500000	689.500000	
126673.000000	0.000000	566.833333	0.000000	3509.166667	1149.166667	
126754.000000	82.600000	340.100000	82.600000	2105.500000	689.500000	
126755.000000	82.600000	340.100000	82.600000	2105.500000	689.500000	
127103.000000	82.600000	340.100000	82.600000	2105.500000	689.500000	
127104.000000	82.600000	340.100000	82.600000	2105.500000	689.500000	
127149.000000	0.000000	0.000000	0.000000	5261.500000	1721.500000	
127299.000000	24.500000	294.500000	24.500000	2104.600000	688.600000	
127394.000000	0.000000	490.833333	0.000000	3507.666667	1147.666667	
127424.000000	0.000000	490.833333	0.000000	3507.666667	1147.666667	
127455.000000	0.000000	490.833333	0.000000	3507.666667	1147.666667	
127586.000000	31.875000	368.125000	0.000000	2630.750000	860.750000	
127710.000000	0.000000	490.833333	0.000000	3507.666667	1147.666667	
127749.000000	37.600000	294.500000	9.900000	2104.600000	688.600000	
127764.000000	37.600000	294.500000	9.900000	2104.600000	688.600000	
127794.000000	47.000000	368.125000	0.000000	2630.750000	860.750000	
127874.000000	37.600000	294.500000	16.700000	2104.600000	688.600000	
127961.000000	0.000000	490.833333	0.000000	3507.666667	1147.666667	
128016.000000	0.000000	368.125000	56.375000	2630.750000	860.750000	
128412.000000	0.000000	490.833333	0.000000	3507.666667	1147.666667	
128482.000000	111.700000	294.500000	111.700000	2104.600000	688.600000	
128633.000000	111.700000	294.500000	111.700000	2104.600000	688.600000	
128760.000000	139.625000	0.000000	139.625000	2630.750000	860.750000	
128996.000000	186.166667	0.000000	186.166667	3507.666667	0.000000	
129015.000000	0.000000	4544.500000	0.000000	3537.166667	1023.500000	
129180.000000	0.000000	4544.500000	0.000000	3537.166667	1023.500000	
129378.000000	262.100000	2726.700000	262.100000	2122.300000	614.100000	
129458.000000	262.100000	2726.700000	262.100000	2122.300000	614.100000	
130185.000000	262.100000	2726.700000	262.100000	2122.300000	614.100000	
130519.000000	262.100000	2726.700000	262.100000	2122.300000	614.100000	
130660.000000	0.000000	4544.500000	0.000000	3537.166667	1023.500000	
130675.000000	163.500000	2726.700000	163.500000	2122.300000	614.100000	
131373.000000	163.500000	2726.700000	163.500000	2122.300000	614.100000	
131597.000000	0.000000	4544.500000	0.000000	3537.166667	1023.500000	
131884.000000	861.200000	2726.700000	861.200000	2122.300000	614.100000	
132268.000000	1076.500000	3408.375000	1076.500000	2652.875000	0.000000	
132545.000000	861.200000	2726.700000	861.200000	2122.300000	728.000000	
135208.000000	861.200000	2726.700000	861.200000	2122.300000	728.000000	
135958.000000	861.200000	2726.700000	861.200000	2122.300000	728.000000	
136135.000000	0.000000	13624.000000	0.000000	0.000000	0.000000	
136154.000000	0.000000	6812.000000	0.000000	2056.500000	0.000000	
136243.000000	21.125000	3406.000000	21.125000	1028.250000	0.000000	
136259.000000	16.900000	2724.800000	16.900000	822.600000	1277.600000	
136307.000000	0.000000	4541.333333	0.000000	1371.000000	2129.333333	
136351.000000	49.200000	2724.800000	49.200000	822.600000	1277.600000	
136563.000000	49.200000	2724.800000	49.200000	822.600000	1277.600000	
136587.000000	0.000000	4541.333333	0.000000	1371.000000	2129.333333	
136725.000000	857.375000	3406.000000	0.000000	1028.250000	1597.000000	
137109.000000	685.900000	2724.800000	187.400000	822.600000	1277.600000	
137463.000000	685.900000	2724.800000	187.400000	822.600000	1277.600000	
138245.000000	857.375000	3406.000000	0.000000	1028.250000	1597.000000	
138268.000000	685.900000	2724.800000	365.800000	822.600000	1277.600000	
139978.000000	685.900000	2724.800000	365.800000	822.600000	1277.600000	
140193.000000	0.000000	4541.333333	0.000000	1371.000000	2129.333333	
140322.000000	22.125000	3406.000000	22.125000	0.000000	1597.000000	
140370.000000	0.000000	4550.000000	0.000000	4132.000000	2138.000000	
141282.000000	215.200000	2730.000000	215.200000	2479.200000	1282.800000	
141787.000000	215.200000	2730.000000	215.200000	2479.200000	1282.800000	
142017.000000	0.000000	4550.000000	0.000000	4132.000000	2138.000000	
142333.000000	79.600000	2730.000000	79.600000	2479.200000	1282.800000	
142554.000000	79.600000	2730.000000	79.600000	2479.200000	1282.800000	
142592.000000	0.000000	4550.000000	0.000000	4132.000000	2138.000000	
142639.000000	70.200000	2730.000000	70.200000	2479.200000	1282.800000	
142691.000000	117.000000	0.000000	117.000000	4124.000000	0.000000	
142735.000000	70.200000	6591.400000	70.200000	2480.100000	612.800000	
143198.000000	0.000000	10985.666667	0.000000	4133.500000	1021.333333	
143309.000000	504.700000	6591.400000	504.700000	2480.100000	612.800000	
144160.000000	504.700000	6591.400000	504.700000	2480.100000	612.800000	
144868.000000	504.700000	6591.400000	504.700000	2480.100000	612.800000	
145266.000000	504.700000	6591.400000	504.700000	2480.100000	612.800000	
145277.000000	504.700000	6591.400000	504.700000	2480.100000	612.800000	
146277.000000	0.000000	16478.500000	0.000000	6200.250000	0.000000	
146283.000000	0.000000	16478.500000	0.000000	6200.250000	0.000000	
146684.000000	188.900000	6591.400000	188.900000	2480.100000	342.300000	
146735.000000	188.900000	6591.400000	188.900000	2480.100000	342.300000	
148121.000000	0.000000	10985.666667	0.000000	4133.500000	570.500000	
148269.000000	34.250000	8239.250000	34.250000	3100.125000	0.000000	
148308.000000	27.400000	6591.400000	27.400000	2480.100000	60.200000	
148356.000000	0.000000	10985.666667	0.000000	4133.500000	100.333333	
148357.000000	58.250000	8239.250000	0.000000	3100.125000	75.250000	
148425.000000	58.250000	8239.250000	0.000000	3100.125000	75.250000	
148754.000000	0.000000	16478.500000	0.000000	6200.250000	0.000000	
148800.000000	0.000000	10985.666667	0.000000	4133.500000	276.500000	
148814.000000	103.000000	6591.400000	103.000000	2480.100000	165.900000	
149151.000000	103.000000	6591.400000	103.000000	2480.100000	165.900000	
149257.000000	103.000000	6591.400000	103.000000	2480.100000	165.900000	
149277.000000	103.000000	6591.400000	103.000000	2480.100000	165.900000	
149284.000000	103.000000	6591.400000	103.000000	2480.100000	165.900000	
149360.000000	0.000000	10985.666667	0.000000	4133.500000	276.500000	
149539.000000	18.400000	6591.400000	18.400000	2480.100000	165.900000	
149544.000000	0.000000	10985.666667	0.000000	4133.500000	276.500000	
149567.000000	14.400000	6591.400000	15.600000	2480.100000	165.900000	
149575.000000	14.400000	6591.400000	15.600000	2480.100000	165.900000	
149590.000000	14.400000	6591.400000	15.600000	2480.100000	165.900000	
149623.000000	18.000000	8239.250000	19.500000	3100.125000	0.000000	
149632.000000	0.000000	8239.250000	19.500000	3100.125000	26.250000	
149635.000000	0.000000	10985.666667	0.000000	4133.500000	35.000000	
149830.000000	127.250000	8239.250000	260.250000	3100.125000	0.000000	
150004.000000	101.800000	6591.400000	208.200000	2480.100000	708.300000	
150238.000000	101.800000	6591.400000	208.200000	2480.100000	708.300000	
150245.000000	0.000000	8239.250000	260.250000	3100.125000	885.375000	
150682.000000	62.000000	6591.400000	208.200000	2480.100000	708.300000	
150865.000000	0.000000	10985.666667	0.000000	4133.500000	1180.500000	
151282.000000	115.500000	6591.400000	115.500000	2480.100000	708.300000	
152020.000000	0.000000	10985.666667	0.000000	4133.500000	1180.500000	
152104.000000	181.400000	6591.400000	99.400000	2480.100000	708.300000	
152195.000000	181.400000	6591.400000	99.400000	2480.100000	708.300000	
152282.000000	181.400000	6591.400000	99.400000	2480.100000	708.300000	
152376.000000	181.400000	6591.400000	99.400000	2480.100000	708.300000	
152742.000000	226.750000	8239.250000	0.000000	3100.125000	885.375000	
152799.000000	226.750000	8233.750000	49.625000	0.000000	885.375000	
152806.000000	181.400000	6587.000000	39.700000	200.100000	708.300000	
152964.000000	181.400000	6587.000000	39.700000	200.100000	708.300000	
152966.000000	181.400000	6587.000000	39.700000	200.100000	708.300000	
